Mixture,B cells,CD8 T cells,CD4 T cells,NK cells,Monocytes,Neutrophils,P-value,Correlation,RMSE
66,0.27392124185444,0.108737454017974,0.0712283208811248,0.223232594684626,0.18414077507172,0.138739613490115,0,0.861014671746332,0.639625600128949
67,0.247058266138501,0.138677065573208,0.183242561353034,0.159703358227724,0.213805253997708,0.0575134947098251,0,0.832899292492688,0.691060164525569
68,0.0830478999249829,0.0482215291123317,0.131864830204058,0.305416543774073,0.331157338961524,0.100291858023031,0,0.883376042134729,0.565494244935196
69,0.199719953843504,0.0247057748561674,0.236644601677524,0.205091577330254,0.23904245445456,0.0947956378379905,0,0.861396962304827,0.647850864214696
70,0.228927182780946,0.0318414279599633,0.24570448069784,0.217812178002366,0.202073302001482,0.0736414285574018,0,0.822623174549171,0.692411626987882
71,0.108869185383888,0.00479109427541405,0.258592769955071,0.221068245878538,0.228124951885858,0.17855375262123,0,0.847025321462519,0.626431946080627
72,0.197539789705707,0.0389013562200504,0.126662205996821,0.281321690581685,0.22985141899367,0.125723538502067,0,0.888785338332553,0.603500591065169
73,0.196527968252276,0.16196163139812,0.0382488217439085,0.324043340224412,0.193828465794141,0.0853897725871423,0,0.88569907025508,0.626180481319335
74,0.0895599008441531,0.0843336222883022,0.247993194410682,0.321337482634967,0.171304800358915,0.0854709994629813,0,0.864153823546479,0.656558514002781
75,0.222554051168122,0.0294126616448789,0.248641360106996,0.244617020098633,0.179467978697896,0.0753069282834744,0,0.847377709808345,0.68151006012464
76,0.11192379815075,0.0537089990854266,0.185917219315137,0.283718326437814,0.235477327884807,0.129254329126066,0,0.869901504503104,0.618355612716532
77,0.135153854301191,0,0.426548706032259,0.223341426275326,0.152563010835406,0.0623930025558172,0,0.800509346680133,0.728713006396667
78,0.194998032906582,0.0388430232397107,0.183776208257052,0.209264799256924,0.251518444278432,0.121599492061299,0,0.856751441835565,0.632950215003447
79,0.149621950570356,0.125064310604164,0.20646335682477,0.240664065276826,0.158096497084794,0.12008981963909,0,0.860571029925702,0.670478411142424
80,0.255934032594547,0.071378861392278,0.192856175302073,0.176868576000096,0.161794855658189,0.141167499052817,0,0.872566198832686,0.65096299514703
81,0.12415088747567,0.0851890939954841,0.212895007900447,0.248297882989792,0.198475187682956,0.13099193995565,0,0.866633677233648,0.643923648161598
82,0.167129269162454,0.0656074396122351,0.133655243160867,0.276410782695059,0.222130900027301,0.135066365342085,0,0.868817107545798,0.622017802950857
83,0.118492988444723,0.00615942953555099,0.201867140128068,0.317326037090107,0.198274851007911,0.157879553793639,0,0.864635794513815,0.618901116068169
84,0.156138310679446,0.14667388542807,0.116084882332949,0.251532987170644,0.19460333750292,0.134966596885971,0,0.846029489550452,0.655681923605159
85,0.183032365687656,0.0221386641655706,0.234955298616421,0.276630766126122,0.202856167073911,0.0803867383303185,0,0.864901348762035,0.656174272217998
86,0.158143239989425,0,0.284709197420699,0.245939600502629,0.186087655272713,0.125120306814535,0,0.841946572095986,0.66903974147025
87,0.18084720098428,0.17510263980791,0.121475796290113,0.277064376394128,0.136384062508605,0.109125924014963,0,0.839645558986083,0.684067931190294
88,0.20305821806676,0,0.249279416556056,0.247107587472623,0.174234720014614,0.126320057889947,0,0.860000419120542,0.657745333794795
89,0.097837446444351,0.132330187534603,0.241512853861391,0.17290137788415,0.252296689076254,0.103121445199252,0,0.862125675794984,0.645001361770334
90,0.0979851938190101,0,0.244840685117516,0.28380012414042,0.218673218942454,0.1547007779806,0,0.866468129592226,0.617311626591956
91,0.191517753590237,0.017049015898543,0.238439187953229,0.213482538276271,0.206252039808713,0.133259464473007,0,0.874132722433228,0.636893593597924
92,0.198623064933115,0.036503396883642,0.338112294118892,0.23373103003119,0.150091972942237,0.0429382410909254,0,0.838533514498764,0.708197359487591
93,0.211381611072211,0.101750878351438,0.24384143698147,0.229042684544122,0.146856317528818,0.0671270715219407,0,0.856867199554805,0.693702791926479
94,0.213804381053381,0.109563180483983,0.183688257426701,0.178599486145255,0.137340009983341,0.177004684907339,0,0.855755430325163,0.657445720302868
95,0.176892822280244,0,0.295508396355203,0.236376166341053,0.226054627488612,0.0651679875348883,0,0.860429517679759,0.662605733326253
96,0.219099044989823,0,0.188107745297947,0.239414092654758,0.23337697684351,0.120002140213961,0,0.830533545773839,0.655531164854798
97,0.182905692121889,0,0.288663023485961,0.204387488802,0.176234553117503,0.147809242472647,0,0.839079278131934,0.669277161155503
98,0.156583265291938,0.0632062621894129,0.177122531858456,0.183820757804774,0.278197847817147,0.141069335038271,0,0.866444273193716,0.60755729432968
99,0.223840997332417,0.125026252328465,0.172879300691295,0.245444697443088,0.171363423631301,0.0614453285734341,0,0.860131370298311,0.679243607109996
