Mixture,B cells naive,B cells memory,T cells CD8,T cells CD4 naive,T cells CD4 memory resting,T cells CD4 memory activated,T cells gamma delta,NK cells resting,NK cells activated,Monocytes,Macrophages M0,Macrophages M1,Macrophages M2,Dendritic cells resting,Dendritic cells activated,Neutrophils,P-value,Correlation,RMSE
0,0.0742016210937938,0.0729186973841626,0.0510884283236631,0.0278434871635547,0.14102361935453,0.0951298915543118,0.0514128961001904,0.0260697559665655,0.0998622757023304,0.0738245000888457,0.0545256666512268,0.018618470999033,0.0558430308810804,0.0634818050113546,0.0553876829741544,0.0387681707512026,0,0.965392818643362,0.589962311609209
1,0.0516824252018337,0.0450580979105592,0.0454704331748855,0.0573474821290533,0.193696564198818,0.0429839656346806,0.0384178870805253,0.0226870727086754,0.109718205368535,0.0864269044414254,0.0359653359500532,0.088624757914253,0.0447575842569318,0.0709337817928168,0.0119272447339275,0.0543022575030265,0,0.964713173651983,0.571465599065453
2,0.0626884996658765,0.0292368784266492,0.0443588758668737,0.102963848245638,0.11606392701634,0.085066674845395,0.0586942380826917,0.0152527264120827,0.0706760675447205,0.0135287398513521,0.0697444531012624,0.0487441781965826,0.0873001625609522,0.0412960845442424,0.0826621956301545,0.0717224500091867,0,0.974021821667311,0.586248821609601
3,0.0587626651143319,0.0812782391849316,0.0282906182822583,0.152750916577294,0.176026476613035,0.0782452707757647,0.0303621815590534,0,0.102956992716576,0.029890038398982,0.0521085384328411,0.0223987027997702,0.0806580646865152,0.0463332581602813,0.0513740606721437,0.0085639760262224,0,0.961662917779009,0.576363810285365
4,0.0169349551173881,0.121104065689261,0.0833789175149983,0.0457117581377098,0.101333523676388,0.108757337267507,0.0950084552607718,0.0342959777709532,0.0731492950092281,0.0309199263103883,0.084449967583931,0.0581937872283038,0.0305988590507074,0.0495142133300633,0.0512416966570175,0.0154072643953845,0,0.968477633560478,0.56898759672093
5,0.0889662915505788,0.164723892105007,0.0218614360606274,0.0823178526006272,0.117916630012852,0.0139738407923527,0.0612742986255353,0.0853395657181702,0.102507012471955,0.0219191622706972,0.0773419136639919,0.0867490867150044,0.018318594005318,0.00738073160310679,0.0295255594593681,0.0198841323448075,0,0.972066453493938,0.518471101516216
6,0.0624201241036693,0.0475857415808201,0.0461761130991097,0.135943725694536,0.070891957755131,0.0387848037903318,0.114801133534908,0.0516034855616681,0.105412192066372,0.0571926258552449,0.0402403399165648,0.0869182486383641,0.0432959919107195,0.0203353456239241,0.0310108041678385,0.0473873667007978,0,0.976940169299963,0.524369217214904
7,0.0792439576172067,0.0341128739400142,0.0109705665930689,0.152134488731943,0.155521710807547,0.141729032658676,0.0581958935206257,0.0402525239755717,0.0603198040249683,0.0299484338528706,0.0504597640299305,0.0112545213766415,0.0852407066233731,0.0137106215854633,0.00366151178776425,0.0732435888743345,0,0.969572045007567,0.56864663511256
8,0.0376368424897937,0.0859753677666484,0,0.11079184933232,0.101239233871703,0.0632827657024871,0.0805090038597518,0.0331833058627298,0.104776637170886,0.0506898025713235,0.0528425002024291,0.0899411623556257,0.0307347104136162,0.0659398449442583,0.0667074049081965,0.0257495685482317,0,0.971934120040263,0.563562076280261
9,0.0127480613790531,0.0240802815993787,0.0305858395781493,0.133723401016804,0.125741815338864,0.0914158050175524,0.0639031498546119,0.0256413103542194,0.109585556116708,0.10805385325263,0.0620241730484998,0.0213353549586777,0.0768904391483008,0.0200004231841715,0.0496566988002346,0.0446138373521444,0,0.965759770340127,0.569587080091467
