"","col_names","B.cells","CD8.T.cells","CD4.T.cells","NK.cells","Monocytes","Neutrophils"
"1","X0","0.252814937275237","0.0599036842886303","0.0340805658321364","0.219510272383789","0.282336586877454","0.151353953342754"
"2","X1","0.191983031931803","0.0749205814528256","0.032928517581102","0.183533287081143","0.356900682626286","0.15973389932684"
"3","X2","0.240548623235874","0.0276578701696401","0.126114592645116","0.158033180048762","0.302108634163127","0.145537099737482"
"4","X3","0.331292769303886","0","0.213857405504126","0.159555652925977","0.274531653110018","0.0207625191559933"
"5","X4","0.29437847141151","0.189792702661041","0","0.194797380250254","0.265122403271438","0.0559090424057572"
"6","X5","0.383349490629771","0.0546889177825431","0.0280319984963719","0.241423303961678","0.213859281360547","0.0786470077690906"
"7","X6","0.226792036862629","0.0573999465093657","0.0424307902703537","0.263430650974019","0.272081165614","0.137865409769633"
"8","X7","0.20068065081151","0","0.170995878883409","0.210327656518756","0.213404463761145","0.204591350025181"
"9","X8","0.253247537146961","0.0914711994080169","0.0351475788977089","0.197539849669297","0.339784047139853","0.0828097877381631"
"10","X9","0.100999078258628","0.0378989499501678","0.126936997234209","0.23293380709966","0.322472665272647","0.178758502184688"
"11","X10","0.256053949938523","0","0.130166473973046","0.156240894269068","0.301518471389702","0.156020210429661"
"12","X11","0.242622381549233","0.00979483227500411","0.100337055354966","0.21873568122767","0.215611375440931","0.212898674152196"
"13","X12","0.216369750503718","0","0.128031927090479","0.14248285874116","0.319732859921643","0.193382603743001"
"14","X13","0.259940627739823","0.0480046957746947","0.120342353563996","0.192718992356642","0.227301070776993","0.151692259787851"
"15","X14","0.27417070826778","0","0.127296710905412","0.190466590653252","0.361890082801731","0.0461759073718258"
"16","X15","0.314486964387005","0","0.11688718851904","0.123834024541337","0.262901109713838","0.18189071283878"
"17","X16","0.311832399473835","0.0309692840444167","0.0862506772363982","0.126421351485204","0.268069902423966","0.176456385336181"
"18","X17","0.285356814741676","0.0581305167776708","0.0989194301426271","0.1031395365229","0.349893445451046","0.104560256364081"
"19","X18","0.278689722630353","0.0913224870424041","0.122503444721574","0.121334607082244","0.231345428162901","0.154804310360525"
"20","X19","0.219924995898489","0","0.141452849093505","0.15974509716294","0.401366390016432","0.0775106678286343"
"21","X20","0.293040446182307","0","0.0393757846711879","0.209356919405151","0.350801438626458","0.107425411114896"
"22","X21","0.272797322004309","0.116877645504054","0.0599406057321894","0.134498151468654","0.298334108949615","0.117552166341178"
"23","X22","0.225227554629935","0.0305444018357261","0.108645012890814","0.100755994782293","0.391795102078708","0.143031933782525"
"24","X23","0.346883068873293","0.0661098200371281","0.0498015790656974","0.161220558259713","0.272749721473727","0.103235252290441"
"25","X24","0.294601359502282","0.0240240972775086","0.0977237764480246","0.195087244253725","0.308746436231266","0.0798170862871938"
