Mixture,B cells naive,B cells memory,T cells CD8,T cells CD4 naive,T cells CD4 memory resting,T cells CD4 memory activated,T cells gamma delta,NK cells resting,NK cells activated,Monocytes,Macrophages M0,Macrophages M1,Macrophages M2,Dendritic cells resting,Dendritic cells activated,Neutrophils,P-value,Correlation,RMSE
0,0.07079647418478,0.0836564783366386,0.0912687772009858,0.070423070270033,0.0371115845676028,0.073018181732728,0.0398733803152905,0.0452960465747535,0.101800168145789,0.0660236647265924,0.0808626702896491,0,0.0605944210071498,0.0541492493957075,0.0852317870879256,0.0398940461643747,0,0.931352889467444,0.610168771005115
1,0.0324380254956227,0.061405833683049,0.0658098972221478,0.0765735026339415,0.133293545026376,0.0678821622918346,0.0611314922494653,0,0.105790860741436,0.0950152733584605,0.0743459908433134,0.102564158984531,0.00761270768955361,0.0612803929354529,0,0.0548561568448163,0,0.928835079335266,0.596897740896873
2,0.0378573888745866,0.0561719597505433,0.0542063052926092,0.135204316185161,0.10061114314338,0.0949060004581932,0.0508155346384268,0,0.0952734132097838,0.00742649260657192,0.0675612065428148,0.0478254440635896,0.0724218330226601,0.0378579310939415,0.0723496623189692,0.0695113687987687,0,0.939269936498559,0.601045188644923
3,0.069098725312458,0.0816081796313579,0,0.148800945823308,0.161306014226014,0.130825633847894,0.0664618152995581,0.00897959141930788,0.0646078842311618,0.0157339237481312,0.0426150842951636,0.0268106495963988,0.0530864694213612,0.0486520942326095,0.0551237771522594,0.0262892117630161,0,0.929977996786972,0.608816004664384
4,0.0508372170575013,0.0900407082017228,0.113500518492556,0.0350046708789756,0.097828041927332,0.0927070682658218,0.0847482199269989,0,0.119740961479514,0.0317795039262167,0.0869750315169388,0.0660647511452335,0,0.0991567537701268,0.0316165534110619,0,0,0.931217540608911,0.583542041011603
5,0.109627928538937,0.1356561932196,0.0825505886251643,0.0656966394584501,0.0724632610305405,0.0290617342735028,0.028158740926303,0.0872418691275919,0.0762542567252599,0.0461666989683446,0.0588552375473904,0.0894587426799135,0.0101766289580179,0.0529259750021588,0.0282000350106011,0.027505469908224,0,0.940922016265797,0.570588719884357
6,0.0600594675386169,0.0576528500732711,0.0333978454994003,0.106411879807661,0.106518915427141,0.0442453659527481,0.0865265076507905,0.0536617318910066,0.118355348584679,0.085497023305559,0.043010033072185,0.0856360349171222,0.033253352860137,0.0283006570317889,0.0356206877442831,0.0218522986436107,0,0.951542244276331,0.554216394614425
7,0.0630780567883347,0.0621756888881224,0.0191459777212157,0.137975596690233,0.138477796946104,0.125229522874713,0.0630429639466532,0,0.104753140656911,0.0407463758271867,0.0450578365518893,0,0.0883441606402629,0,0.0399312901577627,0.0720415923106115,0,0.935582808218279,0.592889994160767
8,0.0312205991791866,0.0766112507853699,0,0.132875084529837,0.120248336683742,0.0391223093977408,0.0882198700633625,0.031475368826036,0.120182613957415,0.0714547484152909,0.0741211457299562,0.0949939974599513,0.00903524062465886,0.0547556298735305,0.0418499242523388,0.0138338802215838,0,0.938685502051654,0.575141982513501
9,0,0.0556949984021029,0.0332577684655658,0.148001589528201,0.147728493920927,0.0394389719182571,0.0795547326059226,0.0178385093760465,0.114713686390324,0.0702114498703724,0.0465175450872878,0.0274704343490324,0.0750917696825507,0.0236666054206294,0.0613313182090371,0.0594821267737435,0,0.939901736831644,0.578733578877704
10,0,0.161215340853617,0.0374481470582528,0.133287614960587,0.0476748513243288,0.118979609234842,0.0448443681382764,0.00395447497119679,0.0976466180166199,0.0792068610504672,0.0780128009616383,0.0458852724333848,0.0859694697804503,0,0.0198353960311447,0.0460391751851956,0,0.942800162731794,0.608561009380442
11,0.0613204895099923,0.125347242162397,0.126473634042378,0.0598798226779057,0.0901172763788838,0.072459739108521,0.00903255441428296,0.0467360907345246,0.121833085108996,0.0580208929404251,0.094060045043644,0.010003677353843,0.0458105550543162,0,0.00460571628243077,0.0742991791874604,0,0.931905250439549,0.575234250214965
12,0.0317015445888269,0.0763888486481227,0.0240447481452522,0.0643509258183844,0.152882396154904,0.103300930162193,0,0.0954698976678282,0.0381902968979986,0.0820003262516299,0.0609345618086863,0.043486300013863,0.082185107412237,0.0276477759237214,0.0602445285850218,0.0571718119213301,0,0.917004819568498,0.642586120530738
13,0.0971316950372931,0.0597374894578749,0.0329920410078104,0.0565976205020161,0.156335518163672,0.143420104387848,0.0847516798716222,0.0142864536136905,0.0750262047439167,0.0391800807980229,0.101716696749328,0.0100908356426666,0.0202932003406369,0.0261852436111356,0.0240546356256913,0.0582005004467744,0,0.949956237167594,0.587974800487151
14,0.0095428636727159,0.142738496483443,0.0411677513259008,0.0901305134233413,0.138802435121547,0.0987135439017942,0.017923947859338,0.0139225906076954,0.119792422982851,0.078070990795446,0.050233871633758,0.038899007614852,0.0666941590607482,0.0308485332696971,0.0541882095257001,0.0083306627211726,0,0.939698108427229,0.601926013034851
15,0.086978974505358,0.0735276566322183,0.00266617743424047,0.15032159978747,0.110450028508428,0.0634030811770414,0.0554115949970985,0.0184512913660803,0.059592409212795,0,0.0773258191116156,0.0204932842009454,0.107723140454115,0.0400727947183201,0.0505006656434694,0.0830814822508049,0,0.930575745920748,0.621198028381942
16,0.107858201247599,0.0715906028514136,0.0638103395783752,0.0856557731532308,0.0615691691499216,0.117097473575532,0.0611659397154709,0.00971579838566986,0.0779496490684648,0.049602543174288,0.0886960467147923,0.0313772124975965,0.0465464325455201,0.0181201477526738,0.0440843375769144,0.0651603330125367,0,0.930146410321031,0.613585782308273
17,0.0668977334393892,0.113403228450283,0.0508250877835485,0.17105743167255,0.0247333216287988,0.0829245140584443,0.110451627180925,0.00332333207580035,0.0462701165148724,0.0611998302005372,0.0735551240757359,0.0720868587148967,0.059382151893916,0.0232149755293916,0.00881958400683993,0.03185508277407,0,0.928976406506,0.610544785015343
18,0.0818729447629624,0.0846472252403761,0.0791336126508148,0.0912933857958566,0.0975781921565258,0.105969874757976,0.0738138630166881,0.0441438978834571,0.0310917698905075,0.0254486369016668,0.0682720137214538,0.0550402465846067,0.0427863971600977,0.000505403320402516,0.0621423129328487,0.056260223223759,0,0.929830174568853,0.605301883380456
19,0.00463446349271292,0.0986101838769199,0.0941962608596567,0.100476664701102,0.0827637139018786,0.0442113214465494,0.0377659668903024,0.00548079897085951,0.109648582593647,0.097748556056764,0.0595350563253695,0.106513948311082,0.0678128544264018,0.0484530419467131,0.0298882029742382,0.012260383225803,0,0.93352052408638,0.597326286862911
20,0.0939381181269544,0.0603710598893685,0.0349173510535985,0.0618868197800941,0.0651802323238546,0.0955578957369716,0.0628184680483934,0.0234935737174401,0.0859867031527251,0.0502358943742681,0.0520374663134698,0.0636764370715736,0.120725511315587,0.0166542773765822,0.0609851266978347,0.051535065021284,0,0.931980091858082,0.61676780341502
