Input Sample,B cells,CD8 T cells,CD4 T cells,NK cells,Monocytes,Neutrophils,P-value,Pearson Correlation,RMSE
0,0.1808199258987173,0.22212193973165656,0,0.2929223056230948,0.19750425358562101,0.10663157516091043,0,0.5098844458062993,0.8601723499479784
1,0.08209078244716354,0.1869848221896177,0.05074640441290219,0.27949320200819533,0.2644605491592587,0.13622423978286258,0,0.4991004648283952,0.8661513075746271
2,0.16562083789693613,0.07116711376081561,0.278482123064338,0.2161970040760512,0.17883166304670314,0.08970125815515595,0,0.44785796080628015,0.893848931082909
3,0.21560855202771773,0.0689577202750491,0.2991229657259948,0.21515155365005437,0.17873326824242458,0.02242594007875937,0,0.48535532210514354,0.87729220021157
4,0.1644756415047721,0.3821158703771408,0,0.27164755766606263,0.1710954382244002,0.010665492227624413,0,0.4768042315635498,0.8807860537865406
5,0.3514929837153792,0.042834185865614376,0.0361709992946834,0.35230010575353843,0.18000431149755752,0.037197413873227045,0,0.54059072299454,0.8406372751903813
6,0.1710347269011307,0.10147210600076416,0.10654198412451764,0.32582683056264644,0.21893221320026499,0.07619213921067601,0,0.525342266865544,0.8513779762217989
7,0.19344333973662908,0.002339327947532821,0.33613443094721995,0.22504141303053113,0.10864099169972831,0.13440049663835862,0,0.4508726896337849,0.8926873094453931
8,0.16198617381097025,0.09563863305189295,0.056867094798770945,0.3377376475794839,0.3138967985406901,0.033873652218191976,0,0.4865765199984818,0.8743566569706633
9,0.043729926344960174,0.1554303506060533,0.15242599993506623,0.29665865685916626,0.24194999453570315,0.10980507171905089,0,0.4918544757968015,0.869762587942914
10,0.20623210382594212,0.12019368156693713,0.16246714959531622,0.15852127858037546,0.24597029705457796,0.1066154893768511,0,0.5174383560943338,0.8557460146950359
11,0.25890270279421906,0.09355116930153838,0.05853406750830265,0.28896893357958586,0.14692879644595935,0.15311433037039462,0,0.5205872836255515,0.8535400152780219
12,0.14646851439383943,0,0.3327883161058649,0.18942774272681173,0.2193529236258457,0.11196250314763825,0,0.5211070756835325,0.8556172480085256
13,0.18784186375582498,0.1937319337527612,0.15215123817608703,0.22748899312899679,0.13225673328150314,0.10652923790482684,0,0.5048571353892709,0.8679178883576747
14,0.2407868453344403,0.0001,0.3088581687561193,0.19157939993471965,0.248564235411883,0.010101876311879768,0,0.4989112034048782,0.8669331261572234
15,0.3023630698780071,0.10204488108445912,0.15246232418503955,0.1501501407517544,0.17231130763717348,0.12066827646356641,0,0.5080945619838282,0.8613832282686936
16,0.2681783821975088,0.10867033316562454,0.15632289981944938,0.16168877521049158,0.1617205137009283,0.14341909590599736,0,0.5291418892839178,0.8503568370541952
17,0.20457907716083093,0,0.3430097587981751,0.15131597422231216,0.23814077349478832,0.0629544163238935,0,0.5265321867591827,0.853176598094371
18,0.22945561687798488,0.08759449884606663,0.27000428954579964,0.18552257200119682,0.118401386873529,0.10902163585542304,0,0.4643887790423515,0.8871153181894533
19,0.1508928430610695,0,0.27453993694786416,0.19648292261044853,0.3633436967097686,0.01474060067084917,0,0.49488628628795867,0.8689909924118947
20,0.26665002310705566,0,0.06496607561500756,0.32847350626067595,0.28802867059690174,0.05188172442035916,0,0.4976133766834638,0.8683129522545159
21,0.160996878640267,0.35858971517846955,0.06914960650386547,0.1633459198995797,0.18087956492621338,0.06703831485160498,0,0.4490474595415734,0.8944320542158152
22,0.13890392574797517,0.013541313946686164,0.32450073786383865,0.1425033142021012,0.3117053601127991,0.0688453481265997,0,0.5101444738700294,0.8592840999704697
23,0.24303222603276803,0.310163382294034,0.011151957057207668,0.1831366245759879,0.18350784935437378,0.0690079606856286,0,0.5231865233662587,0.8565590162985308
24,0.15562590585443076,0.21862092976455458,0.17636614416885896,0.21380040671586106,0.21911962878845784,0.01646698470783681,0,0.43906016572617373,0.8981591996182308
25,0.18981803896614963,0.18135607159671335,0.08709024546742204,0.253017329243358,0.16808161162386726,0.12063670310248972,0,0.49485390473892826,0.8694211783057799
26,0.2017914721966244,0,0.3456276369127529,0.11660694109218084,0.15997422308184064,0.17599972671660125,0,0.472181013999569,0.8806814926704253
27,0.2514489967597277,0.25904786423876375,0.04824890772737583,0.22816558784994906,0.16579175165666088,0.047296891767522754,0,0.5091650024886407,0.8639941819174783
28,0.14320424398927661,0.023813437692383255,0.26914768005654116,0.23418925739219776,0.171920771644034,0.1577246092255672,0,0.5384782853902342,0.8456374730602206
29,0.18091485881519662,0.13420928888240719,0.17651246652755279,0.20694814389965902,0.1531865583094136,0.1482286835657708,0,0.49567509970165596,0.8694361954581133
30,0.2528751865987859,0.2340621770606515,0.04239336784622256,0.1703052418939759,0.16536100782451388,0.1350030187758503,0,0.5321692914794562,0.8492842318128582
31,0.12333305681414503,0.15242926539808044,0.04523852867576043,0.3531998873296994,0.23792623391108061,0.08787302787123416,0,0.5143821958293178,0.856764396797241
32,0.2864867065192687,0,0.14871661034662312,0.2712262281523369,0.24676560301022804,0.04680485197154322,0,0.4764342115804035,0.8787273899606818
