"","col_names","B.cells.naive","B.cells.memory","T.cells.CD8","T.cells.CD4.naive","T.cells.CD4.memory.resting","T.cells.CD4.memory.activated","T.cells.gamma.delta","NK.cells.resting","NK.cells.activated","Monocytes","Macrophages.M0","Macrophages.M1","Macrophages.M2","Dendritic.cells.resting","Dendritic.cells.activated","Neutrophils"
"1","X0","0.108919816742663","0.0528904149875403","0.190965198103453","0.00155476646434446","0.0325878291889788","0.0311724929274259","0.0918750383364988","0","0.213189590885979","0.0557226248674912","0.0892181109333756","0","0.0430997096864141","0.00443170014697319","0.0426640570582982","0.041708649670565"
"2","X1","0","0.0257504942258398","0.163593756891854","0","0.151892047812155","0.0160090153599901","0.0741335989964246","0","0.162233084531015","0.120237749275712","0.0227187707416372","0.196633026230595","0","0.00931240757377134","0","0.0574860483610069"
"3","X2","0.0149230715447575","0","0.117813554240235","0.151636945982448","0.110789034636383","0.0656907279982707","0.0464423673010686","0","0.14328339052737","0","0.0615571928023824","0.0581708364849248","0.058478463819635","0","0.0937470809030378","0.0774673337594878"
"4","X3","0.0578864036670849","0.147979195690942","0","0.144626348517531","0.253001700914687","0.108481513922738","0.0349581117441476","0","0.123406921480673","0","0","0","0.050505743427476","0","0.0791540606347214","0"
"5","X4","0.048383753151262","0.0859820274481337","0.252396993671043","0","0.0158521686498405","0.0847914266791687","0.124593529680332","0","0.172344337935251","0","0.0459718678362172","0.104418892838032","0","0.054855207171062","0.0104097949396584","0"
"6","X5","0.0818645100422344","0.338987357780301","0.16872755807504","0","0","0","0.0622996586329054","0.0466819607120662","0.145712447745062","0","0","0.155726507012392","0","0","0","0"
"7","X6","0.06432065867141","0","0.0872384973924747","0.0213294431914246","0.141040627019301","0","0.179194442853918","0","0.266594454469448","0.04678903745183","0","0.193492838950193","0","0","0","0"
"8","X7","0.0486169345085587","0.06503510901632","0.0653782922813371","0.154043443865429","0.150624130602291","0.126161863151401","0.0765031004703894","0","0.131220441564694","0","0","0","0.0679862666214858","0","0","0.114430417918094"
"9","X8","0.0182318113053063","0.0405312165812656","0.0705604884105858","0.109423127549722","0.0701922361002519","0","0.167144501080242","0","0.221027568175953","0.0139116646883883","0.0194138237365006","0.201353773190019","0","0.0148962384502532","0.0533135507315116","0"
"10","X9","0","0","0.0819239986624927","0.132187318169938","0.188671600913923","0.0228337720566613","0.123915789150369","0","0.215529663447066","0.0768497600391255","0.0101163867466191","0","0.0566997337433361","0","0.0345875062749358","0.056684470795533"
"11","X10","0","0.164440175000785","0.116089954944282","0.112866526984024","0.0442891376905922","0.108631452701705","0.0113625444835754","0","0.194329465657896","0.0644485532659237","0.0449811741976588","0.00644128097216756","0.0749138829359863","0","0","0.0572058511654042"
"12","X11","0.0682351045647119","0.156791674068911","0.255221130356268","0","0.0678441309555854","0.0274503290225255","0","0","0.239670887819308","0.0177242764480414","0.0584421232644489","0","0.00338308626299814","0","0","0.105237257237202"
"13","X12","0","0.0803522023273071","0.0431362181884411","0","0.213839186781305","0.112379216169336","0","0","0.125703845057334","0.0756428348629892","0.0810823855035762","0.0293962747309405","0.0900632379418982","0","0.068436406961161","0.0799681914757115"
"14","X13","0.125750433640008","0.0481215871507367","0.114864193676897","0.0139102250702992","0.204740111242756","0.105561045213825","0.110479832065499","0","0.126446255639442","0","0.0743055009192134","0","0","0","0","0.075820815381325"
"15","X14","0","0.148531209307834","0.0709368054114946","0.0622429398680708","0.176684526446061","0.0675500432103161","0","0","0.277486770232314","0.0536157070421162","0.0237328933988219","0.0208891214752048","0.0434493526683802","0","0.0548806309393855","0"
"16","X15","0.160264127285273","0.0452178074011527","0.06586120629685","0.105977362841948","0.131363224173762","0.041104604776191","0.0587965902495748","0","0.0688896877808621","0","0.0498030698468775","0","0.1398074595532","0","0.0122378560315232","0.120677003762785"
"17","X16","0.172363601264571","0.0621936045368998","0.186973005954394","0.0525561602967582","0.0078202834571638","0.125363549530258","0.0693077338271602","0","0.0822971155818455","0.0112611527960415","0.0712803354363257","0","0.0272452190912032","0","0.00771887693160637","0.123619361295773"
"18","X17","0.0659230578089894","0.170871892435191","0.0770283789273373","0.17471439406295","0","0.0411273940618893","0.18110632574882","0","0.0421863926520309","0.0487128492446728","0.0426783959420623","0.0944739680470188","0.0611769510690385","0","0","0"
"19","X18","0.143365215328214","0.0692481201461946","0.196171240778875","0.0690698731447949","0.0863048889374385","0.0554115831434945","0.129089876810152","0","0.0391490114379839","0","0.0567038125920321","0.0591974992438981","0","0","0.0623170173087104","0.0339718611282117"
"20","X19","0","0.0619702971720439","0.214696260784665","0.0371005578983587","0.0553331757257649","0.0104473535958336","0.0113482413348999","0","0.173911956249662","0.0832115928968274","0","0.266649294503528","0.0761627496117277","0","0.0091685202266881","0"
"21","X20","0.147742020258159","0.0139175641020065","0.0765610050720489","0","0.0120111624390765","0.0916176341420951","0.140652709825796","0","0.142559620091032","0.0126900801334941","0.00991401163067514","0.130266713350535","0.129250691848025","0","0.0466923034121946","0.0461244836948616"
"22","X21","0","0.0661483445309395","0.211760078035071","0.0199118488950796","0.0836839103317732","0.0601573805521654","0.0197976173673731","0","0.0933449297873989","0","0.069765893212013","0.157985101940459","0.091929321792332","0","0.120161594389437","0.00535397916595862"
"23","X22","0","0.111301040139526","0.0499792905747483","0.00823005135601984","0.262751560159541","0.0306029861037822","0.00128636869843917","0","0.0738579707260686","0.170834501914544","0.141944621504106","0","0.111039459895039","0","0.0381721489281861","0"
"24","X23","0","0.201259887698167","0.11923983931655","0.0639537377511985","0.0259610775975603","0.0477960335546713","0","0","0.244226301231041","0.0213789148530878","0.0161431881382364","0.232483202017258","0","0","0.0210229757803872","0.00653484206184351"
"25","X24","0.0116112409336199","0.155210460719116","0.204303026637868","0.0406011957262313","0.057078235314332","0.0798676485537101","0","0","0.146920501083586","0","0.0566599595326254","0.109241462313135","0.0592695248248786","0.0649828157311781","0.0142539286297195","0"
"26","X25","0.0731583458426326","0.0423746961507533","0.227815684571761","0.00472803167288228","0.0250567775954134","0.122520430345569","0","0.0270392956390529","0.200519226320741","0.0132643124201542","0.138008528545662","0.0183468056206085","0","0.0155019350990271","0","0.0916659301757435"
"27","X26","0.112510913666384","0","0.0842840720776445","0.0795859409298432","0.160605760963124","0.0162498639249588","0.0515765516944635","0","0.0198619847564811","0","0.0855900336401105","0","0.127326383183973","0","0.117912705386321","0.144495789776697"
"28","X27","0.0707729333414033","0.0790689947111546","0.147921005414927","0","0.0651627430843891","0","0.13610641815409","0","0.250918979274246","0","0","0.114805750412129","0.0603847892269916","0","0.0748583863806696","0"
"29","X28","0.0216650086455218","0.131641325986297","0.144180427221665","0.0088402554156793","0.126749933708579","0.0190335633273927","0","0","0.273715819073965","0.0440541228635682","0.0432655591157712","0","0.0436065285069397","0","0","0.14324745613462"
"30","X29","0.07809537563888","0","0.08930885614122","0.0600729286720474","0.106927132534267","0.11320648559375","0.0517728470368245","0","0.198776319125814","0","0.0243793390664806","0.136902352861418","0.0172733443677543","0","0","0.123285018961545"
"31","X30","0.155636980687915","0.12556381627074","0.105924948956517","0.0664144286831154","0","0.0734858326569397","0","0","0.170262523741404","0.0481160744133327","0.027372419153336","0.0163123593695285","0.0402395691339578","0","0.0812789766891365","0.089392070244077"
"32","X31","0","0","0.122986995913431","0","0.0734352696575188","0","0.18604631383735","0","0.250950225377509","0.0532594500860082","0.00653878239121482","0.0905176939813915","0.0346584050745584","0","0.141177697473581","0.0404291662074379"
"33","X32","0","0.209595013947635","0.0982151782773277","0","0.0253907075107966","0","0.141911331031214","0","0.131210935651779","0","0.0792850728711611","0.148706854432309","0.0352380908043652","0","0.089015486941205","0.0414313285322075"
"34","X33","0","0.203227793485873","0.22181157740759","0.0173291784421361","0.0586278568879238","0.0811040029730313","0","0","0.157857434294575","0.0309071299408289","0.0135769073967559","0","0.0435743504351857","0","0.0442593013211736","0.127724467414926"
"35","X34","0.0225876089849006","0.110346684973636","0.0905882051327415","0.0913656744294925","0.148111511476319","0.0951753900758101","0","0","0.110033653378419","0.110259065051259","0.0362125666520455","0.0437117341271076","0.0372079213114713","0.0205025971718169","0","0.0838973872349812"
"36","X35","0","0.0708320988960741","0.0468118367714305","0.0155063493582336","0.0822536122418752","0.00736165725443772","0.143694400148174","0","0.188403226992061","0.0351023051435662","0.0428312262252871","0.0530938638365534","0.0379255305710052","0.0112858927119984","0.0975656149809697","0.167332384868334"
"37","X36","0.180547082118396","0.252260310708784","0.0313572804441009","0","0.11563063330406","0.0606071077513597","0.00473787770322383","0.0601837005644956","0.104333239036136","0.15925899223903","0.00730422498884399","0","0","0.0190548432239119","0","0.00472470791765815"
"38","X37","0.0331775846965511","0.121447676703468","0.0254483316494037","0","0","0.100567618072339","0.256667544280294","0","0.0492675121793104","0.0818910640204918","0.0826158036514519","0","0.086407001333115","0","0","0.162509863413576"
"39","X38","0.107368163880102","0.227190408361147","0.172792772343349","0.00964076118836515","0.105055861953556","0.113630721790248","0.0256640536641053","0","0.0492061549513857","0.108178171583795","0.0635420646661199","0","0.0146912002129428","0.00303966540488566","0","0"
"40","X39","0.15824937134736","0.0961136043820476","0.125925201040399","0.0277628042766949","0.0382238045147623","0.160465347909287","0","0","0.16712948188218","0.0556588426367105","0","0.0361807711658777","0.00500637453716957","0","0","0.12928439630751"
"41","X40","0","0.216426331072441","0.0737879412906384","0","0.145787243896528","0","0.0723152715902444","0","0.0740459001459987","0.0242369991469191","0.0571894403181868","0.143159328020508","0.0385873777652817","0","0","0.154464166753253"
"42","X41","0.181587655415645","0.111660076462108","0.127118711824736","0","0","0.0978296992914603","0.000640013706244252","0.0447781489594295","0.173310263498041","0","0.00823942144265519","0.0714608028636972","0.0356318685758078","0.0113590854896071","0.136384252470568","0"
"43","X42","0","0.145190188909931","0.0810835057494626","0.0642581408663543","0.132051403855429","0.0832781530998188","0.00984720472451545","0","0.112478955095792","0","0.169773613948299","0.0709533026058425","0.0506320449826454","0","0","0.0804534861619102"
"44","X43","0.0135449695772584","0.109877364477891","0.106294809067111","0.0908275501601211","0.00772114411571199","0.0622922696598556","0.114608760310105","0","0.118866832432745","0.0787156547019047","0.0981754062381582","0.109717361042989","0.00769694945387106","0","0","0.081660928762277"
"45","X44","0","0.172907903630583","0.150711623134846","0","0.00929745735900436","0.0458285743357672","0","0","0.324231794411885","0","0.146337546203147","0.143919320943757","0.00676577998101041","0","0","0"
"46","X45","0","0","0.0709160085408909","0","0.133145667533326","0.119146665712824","0.00924515574780371","0","0.309306261130568","0","0.0883094469668686","0.166674879033838","0.0816505820184833","0.0216053333153973","0","0"
"47","X46","0.129170336287349","0","0.194662694432463","0.0495150260770283","0.00790600238844469","0.0792123368047235","0.0981826665743161","0","0.0990221507141857","0","0.033898868758185","0.138390728446491","0","0","0.0131034756062778","0.156935713910535"
"48","X47","0","0.188958536699099","0.229281677492826","0","0.0702585024377041","0.148589845130642","0.0178133797711301","0","0.178358376427833","0","0.00310182242850768","0.0627054861320538","0","0","0.100932373480204","0"
"49","X48","0.0604338222663374","0.230381682519211","0.0374796799193983","0.0688095599420944","0.132723542183055","0.088078758769589","0","0","0","0.054997482531031","0.0488307124358598","0","0.134890885065143","0.0315385950631089","0.106033907519004","0.0058013717861669"
"50","X49","0.0414397267329387","0.077793044203157","0.130596492904038","0","0.129260093208405","0","0.0236633655117782","0","0.221343416146693","0","0.0202665401242709","0","0.140389358784453","0","0.177246582412807","0.03800137997146"
"51","X50","0.0824703355308056","0.109814380190219","0.185156200163912","0.0402492000710361","0.0757840494209642","0.011088560512143","0.113228546665965","0","0.285275167672575","0.0640827071540783","0","0","0","0","0.0225138085291625","0.0103370440891393"
"52","X51","0.0715287485349784","0","0.181661523576189","0","0","0.0742409499500167","0.123460325378889","0.0298998598986537","0.31332216874183","0","0.0398353521510138","0.113566204123656","0","0","0.0524848676447731","0"
"53","X52","0.0169927158686615","0.0878712907974633","0.182213472208995","0.0954986272504389","0.0501637787048419","0.0878522150242844","0.127577337439737","0","0.124168487953153","0.0951234123138801","0","0.0312373574883534","0.0241776614822006","0.0229858082825359","0","0.054137835185455"
"54","X53","0.0581631753030799","0.124755821197977","0.19705659094311","0","0","0.00149117972913252","0.238231903746389","0","0.13038239179461","0.0305308037623085","0","0","0.012637266215129","0","0.0492888522742395","0.157462015034025"
"55","X54","0.0604583764530632","0.2294287869151","0.0560652060955961","0.0386454985798944","0.223684513642924","0.0168901080198102","0.132867250000091","0","0.166240131062487","0","0.0279017019154102","0","0.0100646318489643","0","0","0.0377537954666591"
"56","X55","0.0333912234061656","0.097276435471592","0.212877297302429","0.0950588883153239","0.0252908822162666","0","0.0519543065165355","0","0.0789676126439917","0.0781258400070791","0.118737246806498","0.208320267314119","0","0","0","0"
"57","X56","0.0169280307393864","0","0.213771671077572","0.0582234878155322","0.0991040825779183","0.0928107583833792","0.158615140324037","0","0.103537286566885","0","0","0.108289977163383","0","0","0.0365411788183853","0.112178386533521"
"58","X57","0","0","0.254007768154996","0.204951456230361","0.018994177424219","0.0240820067557996","0.175676041713817","0","0.0467272497273371","0.0216353664208796","0.00527394059737393","0","0.023670132442452","0","0.0520637572624783","0.172918103270287"
"59","X58","0.0440426873269931","0.0975601612322549","0.186101952032937","0","0.11131274594849","0.0618499483461849","0.125771590668162","0","0.0679611931531055","0","0.106783412319806","0","0.0543053189064539","0.0021568543033964","0.0413738849142856","0.10078025084793"
"60","X59","0.0712177487361991","0.294608629961971","0.0819804989714451","0.0300845899757769","0.0436112158708771","0","0","0","0.0938625757521273","0.0432053639480893","0.00823761556264716","0.135906658213101","0.00575189882268241","0.0303306868838762","0.129079653358862","0.0321228639423464"
"61","X60","0.112286624625986","0.0529517312099064","0.261163358567392","0.00873185644934003","0","0","0.12079522992006","0","0.154859970320301","0.0711367525383591","0","0.0575782389282905","0.0539483076486191","0","0.106547929791746","0"
"62","X61","0.0995698533903057","0.131153314468071","0.110419686348963","0.031752132986749","0.134309750795587","0.179613327985594","0","0","0.121456617351811","0","0.0941999183180432","0.0275649884286512","0.0395028472681907","0","0.00231792400537167","0.0281396386526629"
"63","X62","0.0268578346098569","0.0626964026577449","0.142127778187357","0.132274460492833","0.115178186698833","0","0.0912185489389667","0","0.253982223672864","0.0155463131175934","0.0294966281437961","0","0","0","0.0555164661018233","0.0751051573783316"
"64","X63","0.0199035538262058","0","0.0393821716044561","0.0533117441638271","0.150808858915295","0.0482810191635248","0.18460677261745","0","0.339850885759074","0.0198677912588848","0.00207931189096686","0.0699366893706011","0.0719712014297146","0","0","0"
"65","X64","0","0.069164899472279","0.145297060249416","0.112232247779453","0.118702468231807","0.0119460444711244","0.101104122188846","0","0.2281173616876","0.0736004932804079","0","0.0823601443326631","0.0574751583064028","0","0","0"
"66","X65","0.0213539502928502","0","0.214468523434347","0.0825374045443937","0.194408337837589","0.0680366306962378","0.139863678499456","0","0.116529024495147","0","0.112002753247161","0","0.0053023957032546","0","0.0332863978684115","0.0122109033811514"
"67","X66","0.162328425226197","0.0802723024250818","0.16376019894047","0.00296503947913689","0.0977424207760757","0.0865787460750358","0.0472158337975944","0","0.0931229163481304","0","0.020806065039381","0","0","0.0351609092072254","0","0.210047142685671"
"68","X67","0.163756672938904","0.0932510733267987","0.134834078522001","0.064475037661139","0.0703203033252477","0.111549479521365","0.0124128957479655","0","0.026770758290391","0.0951943513769785","0.0866289669206711","0","0.0329062834482279","0","0.107900098920311","0"
"69","X68","0","0","0.0871415799796242","0","0","0","0.191173203674501","0","0.128192881896485","0.115555932104768","0.0805077759558149","0.207246712431816","0.0720418094860473","0","0.118140104470943","0"
"70","X69","0.0959122223161484","0.13512264755863","0.0543056993432568","0","0.1555340958766","0.0516685238540891","0.0439715200991003","0","0.196598838784762","0.0353055982248946","0.136725606063915","0","0","0","0","0.0948552478786049"
"71","X70","0.144000800416411","0.073585637195389","0.147018684825067","0.0776398797921596","0.145886170737075","0.0429640746283567","0","0","0.103567662333204","0","0.0410109544466256","0.220506905189007","0","0","0.00381923043670367","0"
"72","X71","0.0179549367712523","0","0.141875230237989","0.0210050092984877","0.126650218217054","0.0127895112444916","0","0","0.106407547761685","0","0.113381294202355","0.121682329759588","0.0820397924235057","0.0167536835410454","0","0.239460446542547"
"73","X72","0.164933440300059","0.0562356118119501","0.1274454988353","0","0.0482152298690897","0","0.063745397943547","0","0.256432939964367","0.0788770906659973","0.0245553797087061","0","0.0754254471595162","0","0","0.104133963741468"
"74","X73","0.0620979803039119","0.124567767848389","0.24999495099867","0","0","0.0308047071823858","0.14313413509398","0","0.252436749962281","0","0.0155773543119437","0.0523665105796354","0.0690198437188026","0","0","0"
"75","X74","0","0","0.153135175347224","0.0806359757772953","0.131659429506962","0.0958032446078511","0.127004066275421","0","0.244609851627577","0","0.0352451338979753","0","0.0792470407052483","0.0067491136510477","0.0459109686033979","0"
"76","X75","0.143050287541435","0.137342690851822","0.219691222061342","0.0575360785505067","0.0860833769556577","0.080520872005786","0.0128288017581063","0","0.163272466232465","0.0405883339707533","0.0180300698704258","0","0.00464311636165225","0.0352037685343463","0","0.00120891530570283"
"77","X76","0","0.0116969785327391","0.0696175483844807","0.0827300216399637","0.0868162549032448","0.0204182967746467","0.264899042111203","0","0.143661829517828","0","0.0447658026960445","0.131923176390104","0","0","0.0620213111191109","0.0814497379306338"
"78","X77","0","0.114294720219053","0.0220775829045008","0.224465758889778","0.189544296868098","0.107796881059913","0.182036274429932","0","0.0164777825819905","0.0013201521933492","0.0965932023869896","0","0.0453933484663967","0","0","0"
"79","X78","0.0243215888495073","0.0865860795636805","0.23817642924368","0","0.0422239718348534","0.00694595714734821","0.125363722880101","0","0.0162795715237534","0","0.0522410109836481","0.228552867500091","0.0696669326078026","0","0","0.109641867865536"
"80","X79","0.07170962247687","0.057083520589445","0.150030320699757","0.13967483019483","0.117341585041788","0.103240897410022","0.102664759942183","0","0.161660370730756","0","0.0161054398296435","0","0.0058908908217244","0.0449633507614333","0.00366155873442326","0.0259728527671252"
"81","X80","0.0487208476684164","0.233289374234162","0.194119682950618","0","0","0.0996205453343305","0.0765035329181051","0","0.0367647080157769","0","0.0597676175293904","0.0422048412178683","0.037658538665075","0.00474676185798981","0.0379658491551553","0.128637700453112"
"82","X81","0.0443077996909196","0.0698279493367674","0.148493861497157","0.0287417997668429","0.21659064054607","0.0580862605332532","0.0800495364750849","0","0.107631096565552","0.0438361258640495","0.104842307057838","0","0.00192661379964679","0","0","0.095666008866819"
"83","X82","0.156681055971149","0","0.182314713041271","0","0.0071891406972987","0","0.0528697857873383","0","0.268117134434606","0.073262033512422","0.047330215396356","0","0.0382895017963954","0","0.0926733832046393","0.081273036158525"
"84","X83","0.0153235639754236","0.0617030960926582","0.151839672815015","0.0319692483193148","0.0333262700982839","0.0313010610044037","0.0273790050080796","0.065856545814299","0.211834176327582","0.0394386087139849","0","0.132861057508844","0","0","0.0506140338153877","0.146553660506724"
"85","X84","0.0604331825002259","0.011974056447233","0.117975388576822","0.0615087644431149","0.0437175672468194","0","0.0417512270768562","0","0.240242074509758","0","0.130553896025414","0.055638949786835","0.0206349787281919","0.0477292853525531","0.0642146570259116","0.103625972280265"
"86","X85","0.0507604630887339","0.170475611235771","0.129679012379952","0.0758212584928334","0","0.0720971744304664","0.069200402947989","0","0.194075476936258","0.0569823065509576","0","0.110109725269537","0","0","0.0707985686675015","0"
"87","X86","0.0398491740678946","0.102183528865879","0.00152448439015843","0.103125608959817","0.0791157604505877","0.0642890257968067","0.155814110570051","0","0.0922119431098632","0","0.0779160355387058","0.168122857366238","0.0660690874720247","0","0.0471013548447894","0.00267702856718348"
"88","X87","0.0476902326137675","0.10763336935384","0.13198610435187","0.129067165016866","0.00736415357363521","0.0229322166700243","0.228011298157371","0","0.272068388763047","0","0.01776692607091","0","0.00224060361547229","0","0","0.0332395418131986"
"89","X88","0.0407677171218386","0.142516145863682","0.0394724051489313","0.170746590724673","0","0.0511440339206451","0.0535921021122371","0","0.219200638662706","0.0367629338671598","0.154676517684838","0","0","0.0226559423378936","0","0.068464972555396"
"90","X89","0.0205127448095928","0.0906240605115178","0.108359721960517","0.0397435282491258","0.074455168520627","0.0861230655764991","0.227372053903322","0","0","0.0636501654028383","0.00380513208013381","0.00998857009276839","0","0.0781100681844021","0.155249934510065","0.0420057861985909"
"91","X90","0","0.0534588512296487","0","0.012801861960332","0.157513025625026","0.0392859370542965","0.180330498386867","0","0.170824250079324","0.0273289456237607","0.0617631860874161","0.0377724817861757","0.0452908143185872","0.0258083270468804","0.00635434135087192","0.181467479450814"
"92","X91","0","0.115661206204806","0.0479531173614669","0","0.221157700415998","0","0.150353286189382","0","0","0","0.0776944990789029","0.232611510670914","0","0.0749840609262463","0.0360834229651737","0.0435011961871109"
"93","X92","0.0175725731261911","0.120405000768242","0.138939443966709","0.142750479817972","0.0658449881567784","0.0927379993207369","0","0","0.176690382650581","0","0.0925284330961815","0","0.0550796976031726","0","0.0974510014934359","0"
"94","X93","0.0792348620105323","0.105128440708489","0.182521122926139","0.0707069095561643","0.146113392865836","0.0690286984702025","0.139622011600435","0","0.0467345677935113","0","0.00864234241775735","0","0.087082249430803","0.0358604135961856","0","0.0293249886239446"
"95","X94","0","0.174364141670775","0.145635490615794","0","0.041119514363032","0.0808488593779643","0.0759669337730047","0","0.113996847576086","0","0","0.193407356927853","0","0","0.0371777215966406","0.137483134098851"
"96","X95","0.0839490799341004","0.125430046312241","0.0504951134645974","0","0.193972224645503","0.125552986154159","0.138774312719582","0","0.0572044181016723","0.0608902799861036","0.0149018150290867","0","0.0784324434058381","0","0.0703972802471167","0"
"97","X96","0","0.132540166642443","0.13668721544039","0.0116569882437646","0","0.0814878092727043","0","0","0.0490402045500001","0","0.0754722253330796","0.120898107793236","0.03824003090342","0.112543092570696","0.152925972366058","0.0885081868842078"
"98","X97","0.0110058924892638","0.0885837095493521","0.152677222139699","0.153113334550899","0","0.0490418012112038","0","0","0.100036248257683","0","0.0814951013988277","0.198849536098857","0.0369425612450822","0","0.0586183513303686","0.0696362417287638"
"99","X98","0","0.0230785069246564","0.0323296451480006","0.12148727627992","0.0617742131139027","0","0","0","0.185753349569502","0.125517309124391","0.1360885400066","0.0817960281966773","0.0568698914546588","0","0.063062853726313","0.112242386455378"
"100","X99","0","0.276608334631629","0.154760746526719","0.108343360617925","0.0578558986210557","0.106596396743524","0.17851982343178","0","0.116024913490948","0","0","0","0","0","0","0.00129052593642008"
