Input Sample,B cells naive,B cells memory,T cells CD8,T cells CD4 naive,T cells CD4 memory resting,T cells CD4 memory activated,T cells gamma delta,NK cells resting,NK cells activated,Monocytes,Macrophages M0,Macrophages M1,Macrophages M2,Dendritic cells resting,Dendritic cells activated,Neutrophils,P-value,Pearson Correlation,RMSE
0,0.06841849907275968,0.07041336654043968,0,0.07664583010789772,0.10725000582716444,0.019911876518501345,0.12237285165840894,0,0.1612945454409673,0.14780045557390295,0.11125880269607939,0,0,0.017947106893983742,0.07783380502676691,0.018852854643127834,0,0.7512697610018269,0.7114986432830006
1,0.03157349602291857,0.05028415457254896,0.14353307363983614,0.0651800920955369,0.08616749710282486,0.0391448123491254,0,0.049110550119970175,0.1352101117804837,0.13775165040626014,0.10951475106996604,0.0998620153773572,0.008224343655298767,0,0,0.04444345180787319,0,0.8164540508310127,0.6607948635279742
2,0.06505937293065132,0.0008,0.06960614429568561,0.1114839230807858,0.09816735956656485,0.05889464750125297,0.014508426245343046,0,0.11551746076787053,0,0.08117121799977926,0.0532263878115536,0.0888901330595568,0.0700779887982298,0.09479630847308493,0.0778129502654614,0,0.8494803466780428,0.6640413618333892
3,0.06838708643638768,0.10654626427798412,0.09135091423160063,0.1592057267135795,0.041973752904370484,0.06623681341384847,0.10912895973738794,0,0.1406507992807051,0.0019018873269264379,0.0310254112143707,0.021515193185260063,0.03287596599194894,0.07513245056066609,0.04377286003398739,0.01029591469097648,0,0.7878075559581353,0.6750896755277271
4,0.08862974030556513,0.04489894247670876,0.11979250557022197,0.05437897475107089,0,0.1518975215920198,0.11635206458878133,0.11107689761525008,0,0.04698126742985977,0.0810613488464418,0.053967897972369956,0.012257586515544726,0.0970415272576975,0.021663725078468258,0,0,0.7859506940682157,0.7031138985085659
5,0,0.3557108617785147,0.0018166032917859836,0.15613006763297438,0,0.00807802126903108,0.015012158185770796,0.12151750470401478,0.10060208298973235,0.014377125860941559,0.028414673542986053,0.0949958766848344,0.07119971766749293,0,0.021205260119936845,0.010940046271984208,0,0.8381476382727763,0.6254604828839794
6,0.04153125457844606,0.06385955524770161,0.0936072548275528,0.03985773398764595,0.166788494983567,0.03522020422991785,0.11475262573072649,0.03167586609028569,0.11749790310499915,0.03012830742180602,0.009911832786201419,0.08247588593144015,0.06179258721942335,0.006125583700532955,0.03755554376474979,0.06721936639500374,0,0.858641934862433,0.6138487010190161
7,0.0014837943380545538,0.08599053257918318,0,0.18872682766718535,0.20744279136232566,0.16644901678104004,0.030646871817521817,0.02640129411630959,0.07545791809028136,0.03271692045996365,0.07918923702443278,0.005792324388278692,0.010521334405198703,0.017503447329994763,0.0005,0.0711558841293071,0,0.8193108695235636,0.6649941092077123
8,0,0.11219693755547283,0.0007,0.09891416353722883,0.09655443401507399,0.05434319463510638,0.0714208954082369,0.04805638305930408,0.1289216041550946,0.057573012681674016,0.04731512539380528,0.10696861306256068,0,0.034136584469011494,0.0981444642220727,0.0447117101262887,0,0.8399348182418097,0.6422584458536283
9,0,0.0563809159338539,0,0.2057679999747674,0.180794355817492,0,0.029356226222144226,0.02280161471449438,0.1664720533330111,0.1359857106973333,0.06187878281773568,0.019869577358649946,0.07130306057177181,0,0.030438726455512016,0.018950976103234166,0,0.7925025349995988,0.6773277024671868
10,0.07722181723411602,0.089010902894973,0.012235134247169342,0.08206760486408632,0.13821023978567748,0.07687085269168631,0.04673325697709948,0,0.1332869214086111,0.052052761701113726,0.09412064265858361,0.017006040954346227,0.04533612906238938,0.004528864913212733,0.05942289559533321,0.07189593501160206,0,0.8473220217569464,0.6592736007699629
11,0.07394791679116161,0.0891364272051605,0.07137190397354796,0.18386779438157116,0.03210715132477704,0,0.07857880173824597,0,0.19325456998058754,0.04257989826013444,0.11541811610846818,0,0.011027083294307606,0,0.0396175868746465,0.06909275006739146,0,0.7867749291810113,0.668710361798687
12,0.018693062715778003,0.08598078342438457,0.05029492539605883,0.09792437817555931,0.06954913100125214,0.04427868526219553,0.10593911312704485,0,0.11452302539938271,0.03851786415438896,0.14758570591187345,0.04009493025978925,0.029493704100442723,0.009241247189637597,0.04612212760228046,0.10176131627993157,0,0.7390781714871368,0.7245287905580735
13,0.02613756278810095,0.10661323380097072,0.07535393303911159,0.19069225110181087,0.04132370002633251,0.14740207296901855,0.11754882716521838,0,0.09956787000415032,0,0.09844948643411232,0,0.03132387733178627,0,0.00940918585327204,0.05617799948611552,0,0.8477199148334061,0.6339465714051313
14,0.006389231844447992,0.08099317668930524,0,0.19917102620463148,0.09256527530465287,0.008519844571970806,0.03858411892079619,0,0.18511983351793102,0.08336779894411803,0.11978372693956342,0.019441311117903065,0.050049071883539346,0.06320358526374761,0.052811998797392935,0,0,0.8109818147305043,0.6751095883606576
15,0.15212707503359543,0.018187299210807167,0.1261241284159495,0.01159141354656076,0.14368341337588572,0.044608892501676864,0,0.06032293415088279,0.058396819251341735,0.02647442541961428,0.0636928015593874,0.005580430348992457,0.10791884797247853,0.0029992120818410064,0.06997314192396449,0.10831916520702181,0,0.8139137701576977,0.685301714628096
16,0.11914647342324013,0.03895559641710948,0.17408743596642776,0.010000182999621195,0.09020273132575914,0.09887464906982313,0,0,0.07466005207221849,0.07607144456895464,0.0909429619288583,0.043028823286279334,0,0.0811601024391891,0.01635096098926951,0.08651858551324977,0,0.8101642073283798,0.6948681573686836
17,0,0.2332210635844951,0.061265022763327986,0.11368117754896419,0,0.033886653785203114,0.1366406623997574,0,0.0848702463347558,0.10664620639895063,0.08752932901060283,0.07988388424122254,0.013918634989616721,0,0.005650467056788447,0.04280665188631526,0,0.7731527924863628,0.6992081086148558
18,0.06151541769409399,0.07270493528370618,0.10798748809573377,0.10580053753657238,0.10209280816050935,0.06264441928711052,0.10129962171540603,0.020493336669269543,0.06436482161432136,0.026666385477931067,0.04007156829216926,0.03888510374440883,0.11723150703951371,0.0002,0.047563377173780695,0.030448624889853598,0,0.8172833674915922,0.674172781773885
19,0,0.13015640222008273,0.0763713006024822,0.12804045946513787,0.042899200927262904,0.00936574106709964,0.013947552132893932,0.0005,0.140210136320335,0.12586929976331265,0.09513363813793657,0.1120418002405404,0.002280531054188839,0.07291329084113413,0.05022108753715449,0,0,0.8324858125389567,0.6654520233549918
20,0.06837189830518413,0.023781905665750162,0.10866239906897392,0.09613656713487305,0,0.13005487467989116,0,0.09377753536379195,0.07240344671862992,0.07803803895654407,0.08680936460902043,0.07882215922884392,0.04254294300230701,0.04126813653563841,0.04546132868725199,0.033869402043299864,0,0.8352001373545463,0.6741079973551732
21,0.07635592854177413,0.009713868656782237,0.006976715738780989,0.030057780680027017,0.15048508800727864,0.08465690860818091,0.1486387016254029,0,0.0358654453847853,0.05969153149904647,0.13614769309056635,0.09595845993994274,0.052766113363686126,0.0001,0.10143710427784282,0.011191249446067496,0,0.806709927337061,0.6888875274649447
22,0.020902209067682927,0.08479407725146475,0.05764022757020892,0.11911465957399611,0.08115222733980446,0.04780147192621811,0.023748586514354245,0,0.03847829737946561,0.1531091992751725,0.1491060998537584,0.07476005117233066,0.05553410763569734,0.032209965686938465,0.04451782429436972,0.017130995458537707,0,0.8074003207942078,0.7075329482938496
23,0.10189485280651243,0.07476366252499356,0.04585139732902958,0.11436533860429564,0.10668184691536321,0.01979600349955466,0,0,0.16848853492076343,0.06939340777599513,0.03462620480798878,0.12002371742542306,0.021517434099813604,0.02031672979156874,0.06305846021700637,0.039222409281691795,0,0.8600926946150351,0.6239718894377769
24,0.025720104663168392,0.14421401471727144,0.1380793924197123,0.16168508135362078,0.0121956312421164,0.13102297260616425,0,0.0291219256943395,0.05995802600284263,0.03295679915817371,0.07677941254384472,0.0749856474082488,0.0551462576959517,0.038821707678160275,0.018966091757671517,0.0003,0,0.8214559693193623,0.6817829416406948
25,0.019473989041315018,0.07971845409360084,0,0.1366383725951976,0.11725655943818086,0.1409733353672689,0.03903393160984192,0.08557382734704144,0.09469069204735038,0.04840942870530863,0.06751321585552938,0.03160327444910349,0.0016840505484804972,0.019395864129082424,0.03212971646238794,0.08590528831031076,0,0.7588221777231235,0.7108213160413658
26,0.018237842201394024,0.09876461378993205,0.04596287976068106,0.02881037761712233,0.15167689093050193,0.04589920594367543,0.10176971986274051,0.0011144878650341335,0.040055584513471076,0.023809189932062918,0.13081111000631504,0.01999359798590189,0.07759062244536934,0.005707022411653923,0.1431820065249934,0.06661484820915085,0,0.8010050039203171,0.7020541271726221
27,0.056479405212462454,0.10598609262810191,0,0.14658416329587515,0.050576418381353704,0.010692087853500525,0.06841465007553979,0.057152340656718786,0.11730597656649824,0.011471992770543945,0.0010693193055979068,0.1049929890927165,0.10023437263138273,0.07662637846906134,0.056966724987456356,0.03544708807319067,0,0.865559087162598,0.6330396754553798
28,0.010204476146356018,0.10300442142452045,0.04624668964934996,0,0.16525725697477447,0.13466615921284256,0.06284792493003659,0,0.1306410413551224,0.08805722665672616,0.10056599046315304,0.0009,0,0.08792338301000895,0.0074674513385053175,0.06224512060016532,0,0.7994151891794705,0.6918574752354248
29,0.09556991110053198,0.037445954239149655,0,0.06627539783511895,0.23581526331371386,0.09951032189553914,0.09721353733258073,0.02849363039255434,0.07396952384870427,0,0.05555884535630106,0.06090298578697797,0.024387388207300482,0.014813269635412882,0.0008,0.10923313431070347,0,0.8162405588275945,0.6667380279866515
30,0.13795906024319843,0.06697474133776571,0.05259520159459162,0.18333726603645953,0,0.06955655680410877,0.032733710823221185,0,0.09957106809016632,0.12199287521060634,0.05335513188349707,0.031083956849884443,0,0.041415726795964745,0.06695484375066575,0.04246986057987005,0,0.7519944580710513,0.7257773227511733
31,0.013405335197843192,0.040192160651681894,0.08669176891331587,0.031082341262119614,0.06957892885008067,0.02682275255829948,0.15569233539023894,0,0.13320682762966574,0.051359099231656144,0.09769092749120127,0.0450412441183744,0.01204429105648348,0.04434781708130896,0.14339837940757064,0.049445791160159784,0,0.8557306578133947,0.6242449004665344
32,0,0.219262172572975,0.002782907823883539,0.1149627684832864,0,0.06904705189829777,0.16986837752675976,0.03428570035783942,0.012875908196918225,0.0035532491982616563,0.09276893178048179,0.06931043335784333,0.023974281830794638,0.028992775071479907,0.11439622412402115,0.04391921777715743,0,0.7721076900665994,0.7111064358101143
33,0.0883200157051906,0.03649126853750567,0.030861310043938626,0.07998281824344369,0.07943223778519247,0.13683552766973459,0.07483486374231801,0,0.08156944203054639,0.0821558218761499,0.08890365497114204,0.048078617067056253,0.045716010344467505,0.036203110247378704,0.0259677275987327,0.0646475741372028,0,0.7780946726097521,0.7194359301402088
34,0.06374315309762263,0.044897460824793116,0.03625216356786696,0.07210045854120338,0.16444539222048024,0.14433889817367357,0.03980858069587297,0,0.06539928420931312,0.0978870763146723,0.043001400736606465,0.03583055191780856,0.030399266123790868,0.05815495755637457,0.03665121712443846,0.0670901388954828,0,0.7989154608594462,0.7100101240163375
35,0.015026779769289025,0.09630038626862174,0.0014951292436655229,0.027494469447133824,0.17346076712861225,0.048984049815145564,0.021832026469664728,0.06557382259473428,0.09552515466603743,0.07349723613961867,0.1159296911317896,0.04092861173629143,0.02948319323425405,0.025667511198983535,0.0641523229819869,0.10464884817417153,0,0.7902658886969206,0.702575270251861
36,0.14547601633304957,0.12153266511212152,0,0.08443304331187382,0.1097349563611076,0.11129630451013059,0,0.08023442649868649,0.026396372821735528,0.15089650467340757,0,0,0.023199745391378954,0.08050847419765195,0.04413334625683472,0.022158144532021643,0,0.7556759863480523,0.7297632997438237
37,0.037732790350045585,0.09609947560858571,0.07986354144207253,0.034476246571534516,0.040948823854047606,0.05529105196137087,0.14710966732201985,0,0.058066975015194124,0.07718904491364788,0.12647260428454246,0.032494203189143145,0.05766749768999752,0.048491705565930646,0,0.1080963722318675,0,0.7767279514576627,0.708377819608234
38,0.10358159743022845,0.12896356900687841,0,0.035677051533021704,0.1859146352951332,0.16886544761697508,0.11162468065457075,0,0.033730004114693776,0.13735335797774156,0.038332225924086194,0.007925885211148018,0,0.04431029868549424,0,0.0037212465500286412,0,0.7922336030490839,0.7001158055221394
