"","X0","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20","X21","X22","X23","X24","X25","X26","X27","X28","X29","X30","X31","X32","X33","X34","X35","X36","X37","X38","X39","X40","X41","X42","X43","X44","X45","X46","X47","X48","X49","X50","X51","X52","X53","X54","X55","X56","X57","X58","X59","X60","X61","X62","X63","X64","X65","X66","X67","X68","X69","X70","X71","X72","X73","X74","X75","X76","X77","X78","X79","X80","X81","X82","X83","X84","X85","X86","X87","X88","X89","X90","X91","X92","X93","X94","X95","X96","X97","X98","X99"
"B.cells",0.50960382645975,0.431700603599896,0.540609438104363,0.5663785669217,0.494173988833121,0.662787768819768,0.443073516211229,0.415297775281161,0.540277374291971,0.346222878932284,0.684197524300187,0.525489199847145,0.362957033451525,0.588623912650666,0.390381974575679,0.533499784289515,0.568865969787551,0.562255021622372,0.517296881258078,0.445385085562161,0.4969740406712,0.504831003995462,0.464815058655534,0.654784545730615,0.60019980726762,0.463672474134988,0.54849517471437,0.652861157853874,0.508584117188497,0.536131454222356,0.582718368346524,0.349172987947777,0.570570184802898,0.533500180358914,0.582447960971571,0.436871931511907,0.557608738290831,0.410885475242231,0.612462635369165,0.605172023164398,0.533857307644397,0.702879946479076,0.474914696325072,0.430537757208846,0.605857453033478,0.377640425963245,0.541045945368328,0.494340524660009,0.523812531742516,0.396288926518454,0.539114862074173,0.393859729225256,0.54800758062044,0.490962628674069,0.560739446437115,0.525404182574454,0.469762298716833,0.404212591415463,0.567727470438267,0.655344116054487,0.447422013248029,0.621458966407647,0.439987982016431,0.441997204789521,0.330255413112995,0.332056363986174,0.416045229991896,0.525757048513074,0.491163065338522,0.549328232024867,0.540061582847989,0.315974117366543,0.570377730110397,0.520443401480857,0.342446008291104,0.597454878911076,0.568265529080693,0.530893835550546,0.525243990874813,0.554583273942635,0.547166752102963,0.456910091991452,0.540687449470631,0.585310790626992,0.474704959521896,0.604984326774311,0.62283418753326,0.5052919503866,0.553737598601776,0.545137624345347,0.356581777690222,0.30223707127973,0.426903869523313,0.620614542533791,0.442170503456965,0.594513670966934,0.554441747297474,0.353999556465413,0.383362820779427,0.706410800768012
"CD8.T.cells",0.0875336731030915,0.212684862018845,0.255493476190092,0.316781662133392,0.385193858465571,0.16958006905376,0.0528496494376467,0.0300436682884986,-0.0948670847679644,0.29504682658382,0.117318736604149,0.268918824694569,0.0851368768720029,0.27886396850425,0.0978275476998527,0.113691991347283,0.180405263034591,0.318521926898749,0.185767053743823,0.131777694141317,0.289894725864337,-0.0444733243126232,0.0340335280815703,0.0366591044898268,0.167217292775258,0.0757384789647397,0.183153617952575,0.10693609876448,0.274597793197916,0.20687912886842,0.075229456394855,0.238859121102662,0.28608602097235,0.124210525345857,0.145894465161375,0.214661261511144,0.161003051555493,0.141049068806352,0.374672455764934,0.16577541356413,0.189240980505627,0.184165711663077,0.166108005880511,0.207156777359014,0.226433085467346,0.229991577488849,0.366961124188961,0.0599101677740231,0.0157194536912632,0.170256625482264,0.377478567126681,0.240398155178761,0.412755913102795,0.160622203948698,0.115173928889249,0.228092720404189,0.255993842937189,0.220211319435259,0.0432064189059947,-0.0867264564474744,0.058938243626118,-0.103830254617176,0.254391490432377,0.278530752567047,0.275557534799207,0.0430893568663847,-0.0319257652417738,0.322986627675451,0.141801786411367,0.123541013429545,0.31651745246883,0.0498771778022809,0.216597890645268,0.262020562461112,0.0847756930041114,0.235165936474841,0.107138823558786,0.110008931471702,0.205188108470698,0.303661995939256,0.0112263458922541,0.209442525511461,0.22677199514017,0.140992576073281,-0.0101405894338363,0.250646387613848,0.157491521119403,0.272599315404879,0.212383006734189,0.0382372666973404,0.0645796739204939,0.28092446666438,0.125282855177934,0.0712730920627618,0.111504686267103,0.229458707647999,0.0572732544598325,0.216261037766652,0.0280222190848668,0.17668224031045
"CD4.T.cells",0.438476457781989,0.370683692268564,0.42762971528455,0.590776390130695,0.515073097736169,0.397254070590345,0.407025005332236,0.465182630707168,0.45307763526727,0.578347573333667,0.537345711527914,0.366260875035923,0.329197903511678,0.647783436831737,0.462439984210196,0.50940571045403,0.460566389521692,0.330098132357644,0.51307063336792,0.417501165605294,0.385808933444936,0.452484222456205,0.352622807810041,0.450785205137006,0.497115233741575,0.387140239132223,0.37686028783357,0.469014323785117,0.452372831163513,0.386879959762504,0.422985983450525,0.268054376698056,0.23985907882243,0.329043735978098,0.576344022778133,0.386348279062444,0.403344385781087,0.295710468171485,0.450104329187049,0.587999284190121,0.334379772078149,0.507118265905805,0.422676641539916,0.397210092041641,0.166195043618592,0.386911534018127,0.326446417381882,0.460284335534096,0.362796803566008,0.495777227597514,0.551633169947285,0.365410205044791,0.673131358352479,0.31050696994964,0.651352698125633,0.458525210014494,0.5369951884067,0.483593060316798,0.377492395737315,0.385162243961629,0.525641677295808,0.487767428771979,0.539453457043389,0.384427780388653,0.410892865617152,0.46656236757963,0.469883386078485,0.370882731076696,0.496388960168887,0.351824676813803,0.449790678120254,0.325104136568047,0.418891999154089,0.23160702385347,0.535142015683637,0.488799237261788,0.620361503074451,0.605192662538199,0.405830512855819,0.489311289262352,0.306519587785856,0.412262921847187,0.470768937026447,0.422746124138875,0.322355844764269,0.382598835573518,0.508304775722078,0.432710598401082,0.392078744407769,0.430540928987678,0.473006173773083,0.409431766519561,0.510846360445233,0.535160981449558,0.383215208023478,0.488959766699091,0.353286664198845,0.559398807025039,0.250950921013137,0.561225266578063
"NK.cells",0.661306367725884,0.722714470852886,0.600011378798631,0.663309789955298,0.768739801557193,0.707764456100073,0.780923260885635,0.643316408097442,0.813374888226292,0.742507083215632,0.613514074820435,0.79179325121859,0.426160960158986,0.761624847923963,0.69336410092278,0.660085404283229,0.63333164683045,0.542778491641124,0.634515939436118,0.684487783411985,0.700505822500396,0.560499631043533,0.615868636430331,0.647755517659216,0.539997165157101,0.705878333961381,0.588566331708413,0.671045046592031,0.694202051445086,0.637390740002171,0.488298850817173,0.618511107818188,0.585631666500723,0.555179559092433,0.597053012962002,0.600299404360125,0.490230208716052,0.677700030697477,0.421382545594882,0.630947836314281,0.572524490803657,0.668955717373808,0.471708815620302,0.697881608117244,0.769888788203238,0.65454793493676,0.712625787026643,0.590631191022318,0.190734799649546,0.671854941478103,0.666508038945703,0.774673015548205,0.683079381341258,0.82155530970501,0.557522382261163,0.574793839258586,0.698202855207493,0.610030594408608,0.693322337529123,0.335291288860368,0.731602732936484,0.456692306982115,0.51397412701575,0.700109641806735,0.705927873693965,0.69221856002428,0.732246536919417,0.579289957292958,0.681419456014465,0.542050319510179,0.534424919025897,0.660233826123679,0.557107399135505,0.629160070133513,0.869924819017757,0.465687810784943,0.679136679223413,0.570212647066181,0.549481921014039,0.741437021837681,0.647525875664734,0.798255859905062,0.786087676509289,0.66269247144937,0.622587740707247,0.657675507205602,0.686075490614507,0.799821064251522,0.623719934153818,0.513345777806048,0.612183799755472,0.550407199341767,0.671533429321774,0.702583761206425,0.774861170301536,0.624374723505565,0.611722794302162,0.613124155772453,0.42058090055183,0.729187789226583
"Monocytes",0.728131573185669,0.780380908475048,0.731012793181285,0.530644905487067,0.64715187050492,0.519451785740315,0.652847065199601,0.545792705547672,0.624324393220836,0.80910818438352,0.808075507187892,0.621793026852871,0.752348063904121,0.592749924502701,0.751754737284881,0.536040311227841,0.714186317676454,0.790614322818964,0.539590429632796,0.806503968571086,0.727939991016374,0.76819184581073,0.896169745382824,0.662059194115119,0.719572932886291,0.683549985605385,0.718903551273459,0.676738966919409,0.643580070028424,0.542912786906073,0.744402092895438,0.813011884219078,0.586855657178172,0.713948647069395,0.761765566072702,0.640516833706516,0.728551542023324,0.812480410245072,0.681678748343571,0.55544113710429,0.814781370709087,0.708169766928271,0.730618890339374,0.722996948194868,0.700017743022021,0.715567312205983,0.594886233604575,0.544880136571356,0.618319405339041,0.667183903947366,0.77305469014409,0.528961287762479,0.749736158557634,0.673647586128706,0.543141509073216,0.675455071216115,0.664403805660818,0.623655358718034,0.660192988105667,0.681666983763925,0.704676853814289,0.741918830262405,0.557861222614036,0.740547596512731,0.633454460711026,0.52899343550449,0.637460781975295,0.67292627183926,0.773806527838702,0.70631479408806,0.7240465208288,0.832245479030902,0.825487775424098,0.697169931312455,0.499587132912047,0.704591429163941,0.68148008528858,0.694404052120858,0.717443537894733,0.685792871954206,0.618692447604578,0.677468328004464,0.698234376231247,0.673276793231635,0.637734409628487,0.644582025238191,0.72699579233629,0.576639680332331,0.669210331627249,0.81611393798708,0.731458374100993,0.637706708085856,0.619236702089108,0.635861065478967,0.665648883768916,0.603815352232305,0.575998308534405,0.564414546237141,0.765061539103642,0.444916748616873
"Neutrophils",0.594739829152534,0.640177541486358,0.657946908690448,0.274307015517548,0.333053646681147,0.256048253314074,0.543932183375781,0.574157091034,0.533722484383135,0.486504337059687,0.546884441025733,0.484143912011004,0.593846142470002,0.477384719857253,0.4107445749519,0.61025451355466,0.564656636492712,0.477120210564476,0.505073389383321,0.504871812433264,0.46304084014873,0.51071378583198,0.508182158113105,0.503895762576178,0.306975052831768,0.641160003052079,0.65356849671826,0.492970023481592,0.523760086094931,0.703554000211017,0.425245226172226,0.592111965950974,0.550297452288431,0.555090058861185,0.625790348646972,0.63959115496557,0.487893806122406,0.641635384649134,0.314880932938352,0.557880923944402,0.628071367900651,0.351154459253319,0.476781101269368,0.531831849451548,0.419978705377101,0.325753767173544,0.642709147215617,0.463356664721355,0.338864491547773,0.550520707254811,0.390308504663423,0.536909306820068,0.543524946970767,0.618656242745892,0.522822515089757,0.388323084939519,0.575745622700743,0.600585532646343,0.600339762518915,0.477884418576428,0.381338511104499,0.435740672227488,0.641284424425172,0.473556739246252,0.521869832112557,0.527260044995462,0.610893564197023,0.455201932353826,0.539098778285737,0.540208175536194,0.393901523848963,0.655536029406269,0.451629530450072,0.484405486863011,0.375964816023154,0.270966286424963,0.659676383364991,0.371498192207979,0.59496574830511,0.595182391557095,0.590960267972766,0.671295690324835,0.657034362653671,0.506486736638169,0.630071448452301,0.405342485404408,0.588062992108709,0.422567893035139,0.554877795325001,0.593718081479463,0.601809579313876,0.520444179253254,0.401212571628372,0.515483148700081,0.658534949696205,0.57599878134212,0.679293526591156,0.6557896707052,0.73634031076473,0.387206388232712
