"","col_names","B.cells","CD8.T.cells","CD4.T.cells","NK.cells","Monocytes","Neutrophils"
"1","X0","0.247824634565187","0.0769948087157575","0.0323079233391185","0.186177454662729","0.326198587371709","0.130496591345499"
"2","X1","0.210775899593185","0.0432005783396761","0.0438873893884472","0.215159021624799","0.335907427041385","0.151069684012508"
"3","X2","0.241881170779431","0.0459143046147865","0.0973768644575373","0.16207731894018","0.278661285956946","0.17408905525112"
"4","X3","0.369946992672536","0.0552043760791437","0.138069011116397","0.158758216250633","0.233658112449926","0.0443632914313648"
"5","X4","0.284510502708205","0.0799929575707525","0.0861658268548849","0.213141216298192","0.269817299783901","0.0663721967840657"
"6","X5","0.353208346875758","0.0319913051380692","0.0723113799732882","0.242690813760773","0.219496818654243","0.0803013355978689"
"7","X6","0.212106036153271","0.0386853915465712","0.0952074195824072","0.263970633927476","0.250018825257685","0.14001169353259"
"8","X7","0.186128298491176","0","0.216030081543785","0.173421146090992","0.252227224666655","0.172193249207392"
"9","X8","0.240530619250611","0","0.102806226152499","0.242483543076324","0.307170374113619","0.107009237406948"
"10","X9","0.130240161630481","0","0.147371400385816","0.241217453781183","0.336968729544778","0.144202254657742"
"11","X10","0.254942964460832","0","0.106643347261999","0.178335906937508","0.282997680548681","0.177080100790981"
"12","X11","0.226328294916995","0.0577409102674471","0.0295692220320639","0.267822742869589","0.233115809040289","0.185423020873617"
"13","X12","0.22720152195533","0","0.106244732548863","0.100238870063658","0.32862096854986","0.23769390688229"
"14","X13","0.236825260884476","0.124025483722761","0.10128819183337","0.173607449869834","0.220009811805983","0.144243801883575"
"15","X14","0.248422319524855","0","0.142283060097487","0.206616822861726","0.319085238893875","0.0835925586220569"
"16","X15","0.286811129438045","0.0410956742127991","0.0899384130250079","0.1391216910504","0.254975614733029","0.188057477540719"
"17","X16","0.257506108661355","0.0853933901422212","0.0283835274155599","0.136694539602226","0.3163860890456","0.175636345133039"
"18","X17","0.295361278190584","0.146174998042563","0","0.068396838125805","0.376130298514998","0.113936587126051"
"19","X18","0.238973681365336","0.149451737854109","0.0865259334855442","0.131024782004738","0.229426938967866","0.164596926322406"
"20","X19","0.266023201542007","0.013308340416541","0.103858561674943","0.193475506886167","0.354991136509118","0.0683432529712248"
"21","X20","0.246928802694284","0.0353057018925728","0.0324627992033914","0.222320221798821","0.322190208929652","0.140792265481278"
"22","X21","0.245607095680635","0","0.137721216659124","0.160464639736768","0.365289795791471","0.0909172521320021"
"23","X22","0.234348998350602","0.0305017357319652","0.112130185914695","0.0750290916103733","0.423090634590159","0.124899353802206"
"24","X23","0.347147341440401","0","0.0964548704829716","0.180661729093994","0.294185307914785","0.0815507510678482"
