"","col_names","B.cells","CD8.T.cells","CD4.T.cells","NK.cells","Monocytes","Neutrophils"
"1","X0","0.25600311222964","0.0763104084439441","0.00526887196347633","0.202564852208247","0.346738227857952","0.11311452729674"
"2","X1","0.218406795276799","0.017201420632306","0.0822930945868974","0.210142859977697","0.345177546767572","0.126778282758729"
"3","X2","0.221895242943753","0.0142863080195167","0.145838759214396","0.190540121565161","0.302145749114325","0.125293819142848"
"4","X3","0.31614347564841","0.0197056013921518","0.175554131916913","0.203580279253257","0.266045783435589","0.0189707283536782"
"5","X4","0.294780592995616","0.0909365446026626","0.0657888654889169","0.216088085114436","0.24421603019085","0.0881898816075196"
"6","X5","0.398001411756053","0.0147228533592582","0.0613195182770576","0.231209110441226","0.159329575283623","0.135417530882782"
"7","X6","0.259225400845049","0.125951033178644","0.0130261538600276","0.230653492475598","0.221540499502602","0.149603420138079"
"8","X7","0.20179844987177","0.0585248393733155","0.134166987732279","0.167556490351392","0.248893579124223","0.189059653547021"
"9","X8","0.23082339589119","0.102384957649825","0.0288711353599272","0.180829439943553","0.358712099477738","0.0983789716777663"
"10","X9","0.111053503427902","0.0461625133705873","0.132382736537181","0.179003395182973","0.369852847569475","0.161545003911882"
"11","X10","0.27650625425389","0","0.113165369981567","0.212368620343701","0.271841224967958","0.126118530452885"
"12","X11","0.230666528007725","0.0492035325478937","0.0402001357760712","0.24947808688241","0.191241877377124","0.239209839408777"
"13","X12","0.232553295055381","0","0.107536605440287","0.153228067448717","0.289044424900792","0.217637607154823"
"14","X13","0.249965725213303","0.0565179009629809","0.124033846983562","0.207748551909706","0.214504202246134","0.147229772684314"
"15","X14","0.258274398260258","0","0.114717129562748","0.230021831195256","0.367075147935438","0.0299114930463003"
"16","X15","0.279355828536855","0.100906612064547","0.052550477911792","0.115249252008137","0.254226628567681","0.197711200910989"
"17","X16","0.284716370203644","0.0907592830877927","0","0.114783547759551","0.274749053998021","0.234991744950992"
"18","X17","0.322675569386004","0.0159360510412049","0.0452566453415134","0.165128811453965","0.376047511369945","0.0749554114073681"
"19","X18","0.272837156837879","0.0735734683278109","0.15500544628947","0.139120479405179","0.200823250363378","0.158640198776283"
"20","X19","0.239424273535623","0.142633373498486","0.0256205330409101","0.119256125904154","0.373914753079653","0.0991509409411746"
"21","X20","0.275086437938492","0","0.0657668310910201","0.235232656676829","0.306604853695854","0.117309220597805"
"22","X21","0.270861997284192","0.0992995066873905","0.0733953124596196","0.137310371234026","0.277614089100892","0.14151872323388"
"23","X22","0.277341084135995","0.00845930092275485","0.112304056110995","0.106534974900628","0.355757206446783","0.139603377482845"
"24","X23","0.35823984849999","0","0.100558880056791","0.202979783210462","0.263320417069102","0.0749010711636554"
"25","X24","0.296812760771002","0","0.19200284421388","0.156228306942185","0.220770435860205","0.134185652212728"
"26","X25","0.188700634567977","0.0268606648989288","0.121411649751169","0.187387953575316","0.243003040664079","0.232636056542531"
"27","X26","0.238124421454302","0.0204807318158166","0.162663795839205","0.115905473918324","0.282401089300609","0.180424487671744"
"28","X27","0.306187722608799","0.107913494217613","0.0717076503683638","0.197009222262217","0.265392826122547","0.0517890844204617"
"29","X28","0.189621935502433","0","0.140423518619208","0.159899161760238","0.289564973169986","0.220490410948135"
"30","X29","0.20145649002371","0.0246105093825164","0.125925736924377","0.166858428151572","0.23012832436115","0.251020511156676"
"31","X30","0.284671120815478","0.0140639687753291","0.0919778402692165","0.12607035059534","0.319191277428623","0.164025442116013"
"32","X31","0.179975797337921","0.00867229532996275","0.0653033646276318","0.273019250490552","0.314474734344494","0.158554557869439"
"33","X32","0.285198704209101","0.124413658009803","0","0.146570092986459","0.30202011358176","0.141797431212878"
"34","X33","0.213685575626576","0","0.104006578910926","0.161904568416756","0.290804939763667","0.229598337282075"
"35","X34","0.243699118085502","0.0755892806132297","0.0543474609211072","0.126886340371525","0.321752816912411","0.177724983096225"
"36","X35","0.223587421842852","0.0774069940793718","0","0.164465257400555","0.290145404217856","0.244394922459366"
"37","X36","0.37060396788562","0","0.0734264444881363","0.112656311967334","0.279606623546541","0.16370665211237"
"38","X37","0.217896639407564","0.0103410497562254","0.0594121525535874","0.138889905875892","0.322156949957948","0.251303302448785"
"39","X38","0.329330021709885","0.157994540229302","0","0.102057756592119","0.256800444632963","0.153817236835732"
"40","X39","0.34443316235869","0","0.0869146222913851","0.144290186204166","0.225479351979155","0.198882677166605"
"41","X40","0.270726414139965","0.0905169103052609","0.00632990629696698","0.11429041660607","0.295554919506224","0.222581433145513"
"42","X41","0.396126851216939","0","0.0851610511616901","0.166966141969779","0.23890473642507","0.112841219226523"
"43","X42","0.198776322583742","0","0.148259715544177","0.179935054486214","0.346366499201938","0.126662408183929"
"44","X43","0.255632056358854","0.113071696961726","0","0.107657439988214","0.281157921873425","0.242480884817782"
"45","X44","0.329874075709017","0","0.0693961220974601","0.226205226949359","0.315023566213068","0.0595010090310963"
"46","X45","0.233365277781564","0","0.0977031244360884","0.302997715621464","0.307742908115304","0.0581909740455797"
"47","X46","0.239927463094499","0.106365825034694","0.0432511216687276","0.138114339666168","0.205533633923693","0.266807616612219"
"48","X47","0.283861859428095","0.0054280916611644","0.157803005512187","0.22710873766001","0.204033373200725","0.121764932537819"
"49","X48","0.332320291363426","0","0.149763102930177","0.0580532007229466","0.342799759742886","0.117063645240566"
"50","X49","0.262699980006621","0","0.115615947504716","0.204293035436662","0.340380397921537","0.0770106391304638"
"51","X50","0.238312879561208","0.0050075630111959","0.0636041371100969","0.296998703478261","0.257408956939612","0.138667759899626"
"52","X51","0.229664203223922","0.116578261490022","0.028360456151173","0.283228969362469","0.248164728731259","0.0940033810411551"
"53","X52","0.201800826879246","0.0111313925580823","0.105943073016781","0.169755209193454","0.360752154850846","0.150617343501592"
"54","X53","0.261430816428055","0.0326134665601478","0.0494588979705007","0.224372866856144","0.242828668911539","0.189295283273613"
"55","X54","0.329294570428843","0","0.144512057445825","0.22275180026749","0.246898129858899","0.0565434419989434"
"56","X55","0.259751512064642","0","0.129791246737441","0.183413401301364","0.334855994927346","0.0921878449692072"
"57","X56","0.171675280083335","0.173943746301234","0.0282250056755868","0.218096177730294","0.184945442656194","0.223114347553357"
"58","X57","0.164523139171449","0.101981922884688","0.0652409251125551","0.169263061451373","0.271669135401692","0.227321815978243"
"59","X58","0.289511814681032","0","0.070348412238526","0.212801130152237","0.235647562946633","0.191691079981572"
"60","X59","0.38523957236593","0.0351506857845661","0.0630529961342025","0.113637962371353","0.301493872765718","0.101424910578231"
"61","X60","0.290330572755253","0","0.0981605850476037","0.207268557233606","0.345842225671761","0.0583980592917769"
"62","X61","0.262285164442015","0","0.124290338488988","0.161537151847959","0.323249088715635","0.128638256505403"
"63","X62","0.258793049212305","0","0.120160874817669","0.261932360139686","0.197909770019682","0.161203945810659"
"64","X63","0.15821937323715","0","0.0831192427469918","0.355311268412955","0.311902632097964","0.091447483504939"
"65","X64","0.21152305006644","0","0.120335777619843","0.205993066113675","0.31566170632261","0.146486399877431"
"66","X65","0.203150657716899","0.0669353541220284","0.130427071828345","0.232185752716164","0.250459720634908","0.116841442981656"
"67","X66","0.275247189900651","0","0.0569162385859596","0.143069013766503","0.267131701347746","0.257635856399142"
"68","X67","0.286066817142602","0","0.136044688291886","0.134542011369228","0.346630600048311","0.0967158831479749"
"69","X68","0.272036919845806","0","0.0689732801254772","0.196165060779453","0.384311308366847","0.0785134308824171"
"70","X69","0.316934394023856","0.0521326324806595","0.0448096844096168","0.13878935787186","0.279065968665215","0.168267962548792"
"71","X70","0.298699141599133","0","0.190765500385899","0.157301332009801","0.26262152987707","0.0906124961280964"
"72","X71","0.21989437006671","0.0848085293975558","0.0534795588159268","0.0787541886199732","0.311836958583651","0.251226394516184"
"73","X72","0.293392874809129","0.0298170984632959","0.0276172283568643","0.187584828424827","0.299309247156784","0.1622787227891"
"74","X73","0.291855926189346","0.0983987186107363","0","0.26017673246779","0.239759070037379","0.109809552694749"
"75","X74","0.199224972125838","0.0117530222344105","0.149672798638121","0.263367355956418","0.275343053119759","0.100638797925453"
"76","X75","0.332495565403131","0.0662485426456267","0.0919965355217803","0.165747491937188","0.284642330661534","0.0588695338307413"
"77","X76","0.217356501507353","0.0246616134248026","0.0396115154149396","0.2143665517844","0.317660645758348","0.186343172110157"
"78","X77","0.27484217487004","0.0615188218866377","0.192840604423153","0.151244804096609","0.272540333817938","0.0470132609056226"
"79","X78","0.247119446798702","0.0833221535442239","0.0387087620550438","0.122883173045624","0.359545318529697","0.14842114602671"
"80","X79","0.25903940555006","0.0995533889970299","0.0391466213339774","0.21149533806498","0.235818818953962","0.154946427099991"
"81","X80","0.308034951916181","0.0565025543220667","0.0196454997056793","0.167176335917768","0.260833802057437","0.187806856080868"
"82","X81","0.184684859311645","0.00194087882862462","0.110780474870643","0.205597598075711","0.286667106240523","0.210329082672855"
"83","X82","0.284448668370233","0","0.0503519303593268","0.192083255332738","0.318348187902999","0.154767958034703"
"84","X83","0.21139791553292","0.0586227212946701","0.0119542136205716","0.249685159046137","0.22844248832176","0.239897502183941"
"85","X84","0.23600456953813","0","0.129364422938188","0.164930583167154","0.282581587330695","0.187118837025833"
"86","X85","0.293883852308679","0.0820978475567203","0.0215265640062894","0.208041552954409","0.288816884966512","0.10563329820739"
"87","X86","0.285604059459716","0.0668995822646281","0.0858833973381176","0.121420885150708","0.295680625955341","0.144511449831489"
"88","X87","0.234564830441889","0.15363571692897","0.0165859448251923","0.246825978126811","0.208528379879808","0.139859149797329"
"89","X88","0.234282576166734","0.00432450036839568","0.151182435208759","0.162584769468974","0.263192323766472","0.184433395020665"
"90","X89","0.250387898276828","0.0689886467282509","0.0819801001410693","0.0650479191833658","0.386090964870265","0.147504470800221"
"91","X90","0.178173388533498","0.0492521577839623","0.0716583616113907","0.156819303576599","0.328333055834368","0.215763732660182"
"92","X91","0.23858073809606","0","0.169781715572478","0.144820641635279","0.288069847352417","0.158747057343766"
"93","X92","0.341501852682644","0","0.116995496632357","0.213794726327845","0.251324152773144","0.0763837715840102"
"94","X93","0.290004431441205","0.053798363138065","0.0981872773169394","0.170065559981068","0.267634834896232","0.120309533226491"
"95","X94","0.266360543721094","0.0173791207310729","0.130028805667308","0.148826097200716","0.203771548900884","0.233633883778925"
"96","X95","0.274216967103472","0.012708340395359","0.131684552563059","0.159425876540273","0.315594884258438","0.106369379139399"
"97","X96","0.309372997552363","0","0.0818217965744183","0.136107376704046","0.330302883044305","0.142394946124869"
"98","X97","0.235406397137","0","0.125543863117516","0.153928185344349","0.273185183011634","0.2119363713895"
"99","X98","0.262857182092863","0.00570941942173336","0.0813640890951231","0.0956012613221314","0.356016976324489","0.198451071743661"
"100","X99","0.289320373712362","0.102014159786028","0.0240188051184198","0.235483071833296","0.20345185819352","0.145711731356374"
