Input Sample,B cells,CD8 T cells,CD4 T cells,NK cells,Monocytes,Neutrophils,P-value,Pearson Correlation,RMSE
0,0.1695302412221441,0.2506204466138985,0,0.2470925330896086,0.296506808107192,0.036249970967156785,0,0.4731248805809477,0.8804706477050234
1,0.16090209045692594,0.07433345118949622,0.21984923896620273,0.2717368647623122,0.1966810029982255,0.07649735162683739,0,0.49148992714919754,0.8717018114247367
2,0.07232066316928086,0,0.35351479661417495,0.26274240284171746,0.24495787981260037,0.06646425756222643,0,0.41700392530542374,0.9087766612838966
3,0.1871497244979534,0,0.47001611174844804,0.174279221938152,0.1565403456578348,0.012014596157611768,0,0.4663884617347758,0.8887556027735054
4,0.24992534354225943,0.24552134067269454,0.11518845411615251,0.23091714365669863,0.1178262824390712,0.040621435573123726,0,0.4600789439666095,0.889492322119065
5,0.3873897004201931,0.0328583172208423,0.13397764250618108,0.2802011972730627,0.0901715964459678,0.07540154613375305,0,0.5203730290563092,0.8540115780431055
6,0.2333810762968514,0.1944361972048489,0.004173906445967114,0.34215627139491145,0.12128594226654586,0.10456660639087524,0,0.47164982727240723,0.8809685046155847
7,0.139062853589789,0.13500710505382543,0.20695276757009637,0.25033197146563585,0.13560826104778884,0.13303704127286442,0,0.4847797716423915,0.8760394355456897
8,0.23499793974676997,0.1039481344165735,0.11927252955775407,0.261836453864226,0.21678047112733292,0.06316447128734355,0,0.48904336887633515,0.8716725390085023
9,0.04592576831580991,0.20405956030550634,0.16033610733148812,0.21487811005523097,0.29666427253329086,0.07813618145867389,0,0.5231142054043695,0.8518578416016238
10,0.24464161662427916,0.04471426029308079,0.1282020056409519,0.32913418490895774,0.19991066548761266,0.053397267045117824,0,0.46999136921903895,0.8817784842724862
11,0.18716335273723075,0.17288636735282903,0.12084315897686686,0.2681454486351624,0.09936180796200053,0.1515998643359105,0,0.4851720238451662,0.8750966673053329
12,0.19350202792247984,0.0047794526576108035,0.16297302524239343,0.254405021165112,0.21780712094766688,0.16653335206473713,0,0.48650118005005755,0.8735248165014892
13,0.17196694246384453,0.0397945948296847,0.28308277000816157,0.2809470422035678,0.12819706556985766,0.09601158492488376,0,0.494995946077292,0.8721501132776621
14,0.15851675432931245,0,0.32649432256134003,0.2534794837179601,0.2615094393913874,0,0,0.503188687835832,0.8648109488567778
15,0.25750401479081086,0.15433085430474996,0.15721518590516567,0.15466254839974386,0.14482865649186688,0.1314587401076627,0,0.47609851804579884,0.8794178936494756
16,0.27793907534948625,0.18637916647389421,0.04152086182632813,0.15337111958948554,0.18562130754501444,0.15516846921579144,0,0.5535867527493338,0.8342449402222912
17,0.27777286196881446,0.15561774296165534,0,0.20136940285607155,0.31757279188596255,0.04766720032749605,0,0.5486858596671373,0.8353063751879084
18,0.23457450845613306,0.35957240938809387,0,0.1942755342136031,0.13533309785769254,0.07624445008447742,0,0.4221613859826476,0.9060768029582505
19,0.1730126431589848,0.36048045576330406,0,0.14144053193522832,0.283568447820861,0.04149792132162193,0,0.47625234297860525,0.8784607199790444
20,0.2840169269100845,0.12889422557510039,0,0.32346490756851815,0.18591290477692365,0.07771103516937329,0,0.4813297441843128,0.8757210945984154
21,0.18648554079124788,0.38209958714482134,0,0.1881164090237886,0.15794373257035046,0.08535473046979168,0,0.4214298479717643,0.9063237432185033
22,0.20534630050846645,0.047447925410408834,0.2293436556804502,0.14196601255839886,0.3058247374497769,0.07007136839249876,0,0.47160153368457736,0.8817201177888534
23,0.30887045492700177,0,0.16587073542101585,0.2848251529157663,0.18807652224072888,0.05235713449548721,0,0.4947833443967073,0.8682538680015138
24,0.20190076781939834,0.044846774883205674,0.36174159625664265,0.19854493716054866,0.11031012770923733,0.08265579617096734,0,0.4326917861151664,0.9025822866675198
25,0.16060041109998296,0.24739935926812562,0.0981864255212409,0.18755927012820248,0.20922383738642752,0.09703069659602058,0,0.4306101651844466,0.9016411496399712
26,0.2040951988810286,0.024427295489795386,0.2710332666724597,0.1736958728154036,0.1981884943645974,0.12855987177671535,0,0.44244778869881846,0.8959377885187145
27,0.17473098288065786,0.24085693956021653,0.1384996324318501,0.25316892942302155,0.14666739994608607,0.0460761157581678,0,0.46527034752150986,0.8872391905749264
28,0.16049091895285192,0.0954859997366987,0.28271738840725913,0.13190717687550318,0.205695217879467,0.12370329814822001,0,0.4720104522042162,0.8812536232912822
29,0.14276305507011858,0.21463188349828252,0.18074808094242606,0.16278160661329613,0.13808237601846834,0.16099299785740837,0,0.45832843451318417,0.8885921737231559
30,0.2663659383751775,0.08624996345204693,0.08545513641563728,0.19878533537801216,0.25332756673079504,0.1098160596483311,0,0.5208084432256195,0.8529463962525136
31,0.0562976186661242,0.26962425221891817,0,0.30220687195285423,0.23899162598708565,0.1328796311750177,0,0.47701126342822125,0.8786513301953889
32,0.20686948956856197,0.36068855193849925,0,0.1735079098413451,0.19859608565567158,0.06033796299592221,0,0.46419198582305843,0.885984505371662
33,0.15170143060228922,0.02051439705893458,0.26399192250970216,0.19307278342072676,0.1766867846776516,0.19403268173069568,0,0.4895009475873407,0.8711604466418741
34,0.2277266702083104,0.27783246884614143,0,0.1494894500730332,0.22834543013050318,0.11660598074201192,0,0.4636657414397117,0.8852054086018573
35,0.18149803328445027,0.22445686303659032,0,0.25855683485766884,0.18877932975220404,0.1467089390690865,0,0.528114909806039,0.849604630037791
36,0.3593036437086456,0,0.2121533030434427,0.12820009678482772,0.21124158114926392,0.08910137531382009,0,0.5338272153299909,0.845183078806683
37,0.18391755992573638,0,0.1995121863920203,0.1796711800857881,0.21928274573741866,0.21761632785903656,0,0.5133711150418105,0.8584936541195712
38,0.2582669145262989,0.3471038540279812,0.032928503169165214,0.11034244160222607,0.18413929369967413,0.06721899297465442,0,0.5177183317364025,0.8602372305185326
39,0.33267394394809424,0.07111989238569458,0.14087403058226636,0.14694970302012297,0.17406279559877844,0.13431963446504339,0,0.509732695972451,0.859618280210233
40,0.26196713304944885,0.15815081132812978,0.028013557771532256,0.18442269392742777,0.22889455019047003,0.1385512537329913,0,0.5354613719001067,0.8441473166918452
41,0.3640289259299013,0,0.19955872098837432,0.2195301326061552,0.14983164766191653,0.06705057281365272,0,0.47580599818357505,0.8786902994821073
42,0.15564513235272626,0.1565920193942824,0.17448201402144892,0.193255594866202,0.23534806487507237,0.08467717449026806,0,0.4310409507516371,0.9015694577886324
