Mixture,B cells,CD8 T cells,CD4 T cells,NK cells,Monocytes,Neutrophils,P-value,Correlation,RMSE
0,0.193876602905303,0.0867284711638391,0,0.336493953931345,0.305990508774817,0.0769104632246969,0,0.775664558123644,0.66994802951357
1,0.111503792062894,0,0.278165111207499,0.302965982191108,0.218879099617369,0.0884860149211299,0,0.79707983497934,0.689943232434768
2,0.120322618412471,0,0.352200745095198,0.256845597192121,0.192597313612192,0.0780337256880191,0,0.77316275501793,0.72385120528744
3,0.16000966905269,0,0.393000886153556,0.261635421799104,0.146154376346811,0.0391996466478389,0,0.769298450411562,0.742990077333314
4,0.226238076579584,0.164627034681089,0.107019271622163,0.276742266494786,0.166575575383192,0.0587977752391856,0,0.777262414717656,0.722431319515075
5,0.324947145982078,0.0637297734120487,0.130965312529659,0.27074939732241,0.109123724412172,0.100484646341633,0,0.815719956039815,0.690690720104906
6,0.198222013925998,0.152924473162996,0.0998526963139629,0.291725013081475,0.147737265358701,0.109538538156868,0,0.810514516539308,0.694206880332373
7,0.152888971212061,0.053104108999017,0.290970288919282,0.246851175085239,0.14224244866633,0.11394300711807,0,0.82979967047754,0.696479954729021
8,0.106280046527309,0.190839780986634,0.117151585140045,0.25297809763609,0.262661748218666,0.0700887414912571,0,0.810222699825324,0.675937148776223
9,0.0337891118611652,0.0549735458031191,0.342908030621172,0.238320182081313,0.236413360963913,0.0935957686693186,0,0.854067374968453,0.649702396590559
10,0.17283959964886,0.0809338958736218,0.203427186096123,0.257314009314169,0.215773466848214,0.0697118422190115,0,0.761757612428216,0.723567270845822
11,0.179890497038601,0.142978695935691,0.141866960292974,0.278081054601406,0.129230660692437,0.127952131438891,0,0.79898107635756,0.704616368331013
12,0.160361820834759,0.036016372119562,0.273190915866905,0.211645381685474,0.168243903875681,0.150541605617619,0,0.788897018606793,0.703681756756395
13,0.154555565180658,0.0638172159893167,0.285291653235096,0.262092308413401,0.130634704290082,0.103608552891446,0,0.787252488178886,0.724352156770528
14,0.157008333182421,0.0409482697460728,0.194091385869678,0.307461932483758,0.286018191538533,0.0144718871795377,0,0.812192881957342,0.6676971870944
15,0.205708384240421,0.169300530826708,0.146991299815757,0.168908552865464,0.166715822732219,0.142375409519431,0,0.763478272977268,0.724421910126661
16,0.194243138432634,0.195372380564612,0.0574002076093688,0.217671911619614,0.181946519527173,0.153365842246599,0,0.837740200411869,0.660448435030133
17,0.241844303852433,0.0483897785674253,0.0898727137610775,0.231814259175072,0.314398738492553,0.0736802061514396,0,0.801852752464416,0.65661096611975
18,0.188272643415465,0.169887363898874,0.179591933678159,0.227838081649281,0.143741907692938,0.0906680696652822,0,0.725334596486176,0.76156004546581
19,0.120342095241758,0.279524214944657,0.0911937290306142,0.168958842861792,0.258732565106259,0.0812485528149206,0,0.797567932179948,0.693630755257284
20,0.185051989678642,0.0246597823883696,0.177795490395888,0.304983265378997,0.207006442898063,0.100503029260041,0,0.812744788721801,0.676846433140981
21,0.140941508068953,0.299204627722188,0.0773889343591372,0.185031483647977,0.183011243270799,0.114422202930946,0,0.741603443667177,0.742435370749634
22,0.204333992713118,0.0691297592416424,0.21450626671763,0.16391907454021,0.273401456706631,0.0747094500807689,0,0.747762669755106,0.719816793006994
23,0.246052653018138,0,0.285818226683999,0.245165054094764,0.171437884395375,0.0515261818077246,0,0.790173152840791,0.720616165888498
24,0.141016163962513,0.0605284423623234,0.338853428226908,0.226032663619141,0.169009340959376,0.0645599608697394,0,0.707863547795466,0.772258186230198
25,0.161108218966711,0.196507315656543,0.133925103886541,0.209770387262513,0.171090243145246,0.127598731082447,0,0.75625388775918,0.73050674321682
26,0.154717963443796,0.102852029509816,0.275661384311961,0.169648858617166,0.176099632325656,0.121020131791605,0,0.726457229352772,0.753020429058187
27,0.179056100134107,0.139248841484005,0.210142615413628,0.270759306207352,0.130078386046797,0.0707147507141109,0,0.798281343563984,0.722769606166834
28,0.186351454412355,0,0.29433700649376,0.17958264411529,0.215984789244754,0.123744105733841,0,0.782636203938782,0.703578388202606
29,0.153207962259176,0.123051433218032,0.219613617174164,0.198505539362637,0.140207909622247,0.165413538363744,0,0.822819539877202,0.686140458719853
30,0.246599651969695,0.00295769838375575,0.201594842023891,0.211586177079979,0.215213554653095,0.122048075889584,0,0.814421009689055,0.674367469111389
31,0.0808616429287891,0,0.213788812123858,0.369391156693979,0.208044866516529,0.127913521736844,0,0.792530001048833,0.672413824356571
32,0.199390033696396,0.285428010484149,0,0.20096645861331,0.201131031373277,0.113084465832867,0,0.735799876552979,0.73619460444409
33,0.10725002445398,0,0.281239310356281,0.235936614267211,0.199916282987891,0.175657767934637,0,0.819596920635137,0.658732297002853
