Input Sample,B cells naive,B cells memory,T cells CD8,T cells CD4 naive,T cells CD4 memory resting,T cells CD4 memory activated,T cells gamma delta,NK cells resting,NK cells activated,Monocytes,Macrophages M0,Macrophages M1,Macrophages M2,Dendritic cells resting,Dendritic cells activated,Neutrophils,P-value,Pearson Correlation,RMSE
29,0.0865226030569549,0.03473482236688029,0.009043374253773977,0.09944348925234531,0.1517433723459518,0.09876433794783075,0.09395204831070625,0,0.09226857552220652,0.015746826081733112,0.033577815208864055,0.08395312146884673,0.05873020044784715,0.02639739317472171,0.01086142299642602,0.10426059756491139,0,0.9293918403356433,0.5921203473518681
30,0.08706887918220887,0.07950358136724554,0.035099566037746034,0.12238040564457559,0.020652621980490244,0.12121007106253684,0,0.042021419187720115,0.06623893644954452,0.07862504397775116,0.06858521689592742,0.035981626387199706,0.06738892175485552,0.03651970025346753,0.06703852134632211,0.07168548847240883,0,0.8954481993103796,0.6570060685800628
31,0.040839325485911813,0.030922851733680302,0.019296628382125,0.06129543912351902,0.10527027501454878,0.047792303964808255,0.09484236856081048,0.06929302552260581,0.10491345374980719,0.0743776991956456,0.06308521411473833,0.07668815227186812,0.009349584313678614,0.0550335646983567,0.10072924608323333,0.046270867784662675,0,0.9629700624281341,0.5504348379237731
32,0.08611798012285349,0.06190937446383491,0.00628091686388594,0.07722695145502631,0.07514375652480822,0.043162187544242614,0.08533345824456356,0.06660514832627816,0.03183474751635743,0.04034974601538063,0.11272592473989815,0.07800226521691812,0.043333489247920326,0.05715131989076041,0.07475452513018062,0.06006820869709113,0,0.8977882463571583,0.6410337885155734
33,0.047024700006444785,0.07604653767212317,0.06867684674078517,0.03978215161573797,0.11047504715524846,0.11445530436292,0.050292203922254294,0.012878718329485169,0.06364020493607404,0.08940191184941831,0.0748579337394379,0.03947960667050402,0.062085514385387876,0.012400972700425287,0.06153994261276036,0.07696240330099309,0,0.9223326130478176,0.6313721022311468
34,0.07420055445181895,0.058012436328610306,0.06447798393776256,0.036148207215780645,0.16521074144364883,0.10685582197065374,0.023197912137965754,0.016858021186842393,0.03686245794973333,0.0734682294248974,0.06060849609872252,0.04451456339528048,0.03676112111343686,0.1029956239259799,0.033940588210632595,0.06588724120823368,0,0.9277082847867816,0.641552367150988
35,0.049828047295750875,0.0560886034303685,0.008361426134716235,0.08983724344439824,0.09949736723685812,0.018246684820620803,0.08911891165980462,0.0392473201277736,0.08633750468348327,0.07668696424678902,0.06282432632702184,0.03486214594001591,0.05146940140622892,0.0560200969420087,0.08291135117088227,0.09866260513327907,0,0.9251197580089522,0.6119395237034012
36,0.10817989161633554,0.11627413101626242,0.007454348884650468,0.07036877390593137,0.09314118158850254,0.16396783374870474,0,0.1173665432990035,0.014283671703771223,0.10850964057058318,0.021396964772476927,0.005073169884288527,0.022087394727755012,0.10370101981688022,0.02351409371732935,0.024681340747524906,0,0.9028543018668886,0.6497548050051029
37,0.027441059080063356,0.084204844753252,0.014264644970128774,0.04553158936459825,0.05278936375149246,0.09422148883686694,0.09338510928728797,0.08756720709178883,0.018426959948363564,0.10507951703109382,0.1068926844163175,0.012689146264880904,0.0702133911091482,0.055722633858107044,0.03317708205626941,0.09839327818034088,0,0.9107769597608075,0.6390023910859376
38,0.1128776682272548,0.09340589025937478,0.03386434320368914,0.08233454868895759,0.10416348149531847,0.1371122231384759,0.12097779032125204,0.0007,0.01076490581406553,0.10545015597585801,0.049681897975094126,0,0.025684835231176484,0.09824071530895373,0.002680923228113833,0.02201419351927582,0,0.9204982062506984,0.630188476692207
39,0.13644480056557795,0.035975671025889534,0.00990903235395792,0.05398696832104108,0.11242033433291376,0.17852423562018052,0.02371964799744387,0.030123612203041474,0.08601862735249605,0.11535764360683616,0.03844482916200551,0.05072624828808875,0.03801200705405901,0.006377049867263277,0.01639168663894361,0.06756760561026155,0,0.9104334567849293,0.6265975510837507
40,0.042903908259398084,0.11095322892919506,0.0026510036549972048,0.042358048107597544,0.16100493075595312,0.037843820237047916,0.048981675261561504,0.06696753730943512,0.02324336654810567,0.07208564371862007,0.06788480593485777,0.08298969762558127,0.06744960265928594,0.0309157425751809,0.039790405844861126,0.10197658257832178,0,0.9556746138664604,0.6033984292684571
41,0.12799130055029254,0.05057023772891642,0.05257169222941591,0.021088697148800774,0.09152614592357514,0.12892082396515409,0.02912628128915101,0.08946841208526193,0.03280907727866837,0.01795267856046999,0.030971058779241657,0.06138323493623187,0.07719272818105599,0.09100498803907202,0.08333028446932984,0.014092358835362508,0,0.928268876768206,0.6246964419812198
42,0.0016190729617171981,0.09722077909486632,0.037182196058019215,0.07790424130214652,0.1196595834598339,0.127464555807042,0.04637972328788104,0,0.05704923379487995,0.059348912783954245,0.11402162816527989,0.06801644686500796,0.07991216657003558,0.057564331531550654,0.0028311605257209053,0.053825967792064715,0,0.9039169116574346,0.6520395674697822
43,0.0565349079113934,0.09146221656370145,0.06349522357325696,0.08465400330205917,0.0769496864966332,0.0934309823240485,0.08426676996859879,0.0004,0.0553544754558597,0.07816303947712161,0.10749991890118425,0.07168842289081132,0.04890764291459638,0,0.00858672103710405,0.07861042862040374,0,0.9213865410454238,0.6193098587288426
44,0.02102065789624672,0.1175632132877224,0.06425115975775925,0.028454900781249737,0.09441173909890987,0.06806044837353913,0.018734840457805917,0.033118640548825705,0.13895470775414145,0.021898928242049497,0.11016385573605698,0.1007865474328021,0.06874106695135651,0.08221173284236319,0.013651317031531931,0.01797624380763961,0,0.9405371414327289,0.5845789275648337
45,0.009999602955542539,0.03237283035626212,0.119457515973546,0.07173949973420991,0.06772074349578851,0.1145964731207047,0,0.042703352436408756,0.11904540694715339,0.029292030076476874,0.09063608872415714,0.07899062576544488,0.08598662790769136,0.10566106584815478,0.031798136658458945,0,0,0.9152204994847954,0.6081943108312552
46,0.1217275819548382,0.01037462877107484,0.06519783860923438,0.06759121601412442,0.0984201135296016,0.07109163711710462,0.10188662428521263,0,0.07970868475225462,0.02422919690126752,0.07204981490812706,0.06255446705797327,0.011754118602568609,0.040439570172264544,0.05819531086059374,0.11477919646375992,0,0.9593152269807345,0.5715001921593237
47,0.05111592393019531,0.09954686789928273,0.08473046778778834,0.08571784705027244,0.08620353910484475,0.12098630252595234,0.05148546771971662,0.057892485629580756,0.06469865227531525,0.012780353485828493,0.05799252335230246,0.0593873031417188,0.009614392899787242,0.05438530542531332,0.0816028492930815,0.021859718479019716,0,0.9534632613876753,0.577591819497411
48,0.05468151025271457,0.09961580908859767,0,0.08938097194767598,0.1559854030548669,0.13837070536624574,0.007880255852716305,0.01522014773546777,0.0017058077733404023,0.07062233854535907,0.06792582821425878,0.0011377942592195754,0.10355995679184427,0.05038866567889837,0.09629008298203408,0.047234722456760414,0,0.9097957309036013,0.6652095234816391
49,0.04998377713296984,0.05575050959858706,0.019450585418352373,0.11037501379811221,0.09913400299720253,0.041535989488312726,0.02781819328472698,0.08864725278792661,0.060025488979807695,0.01241689035118178,0.08008355797714332,0.043721435869310626,0.10872271267278155,0.0739977947562449,0.09285259408580415,0.035484200801535686,0,0.929923078786491,0.622187172521125
50,0.06574164074632009,0.07566724723520729,0.11047428423847096,0.07641162637585745,0.11744434980352793,0.059961735593695026,0.011687373265348662,0.08686495827777486,0.10444225733388587,0.08282597173740633,0.014537176916024764,0.004809334567078268,0.053512608289003456,0.011655024817100783,0.08047529473210735,0.043489116071190874,0,0.9543829365437517,0.5582979695650305
51,0.06163867989407927,0.03919964986485892,0.04468872709820263,0.05038977439273141,0.13122151459183948,0.07496579796132433,0.05753330301741138,0.10947041328562865,0.09403999581749395,0.009145173483064562,0.06423288982321734,0.08560375345135895,0.07998732578450368,0.017031872236213712,0.061833274443736,0.019017854854335704,0,0.9671485622609759,0.5367884728321524
52,0.05147868144302933,0.027873965829642817,0.024173415590561423,0.08799893848674414,0.1498666951337986,0.12351501460395156,0.060212407784717085,0.061447766335186935,0.041504421681613765,0.07362256619899628,0.026716701042613675,0.04338103232630327,0.07313680211285772,0.04334919973204433,0.04038987454160288,0.07133251715633618,0,0.9488688869194258,0.6075835279786418
53,0.08670493542973494,0.06261783604256171,0.0611789956316039,0.05759247023944981,0.07061409648904385,0.06867497679377291,0.08672619859437095,0.08047631442758353,0.06720108963535121,0.05131567678498137,0.023836862222142784,0.01652850504872996,0.057047106356091726,0.03819940771547895,0.0825143677318492,0.08877116085725331,0,0.9476279573500814,0.5831656366618269
54,0.08557866781256614,0.12791708022454526,0.04197552751867569,0.08708659115901421,0.1760779511870379,0.051696533926340535,0.02148328681286826,0.06808226844278922,0.0632253455111587,0.04791146503236237,0.019202183900447714,0,0.06281485792934512,0.03142768261958088,0.06999182356869436,0.04552873435457356,0,0.9568872344584334,0.5778767561426933
55,0.04683005684236432,0.09562892378697073,0.016753905497163407,0.13582324056814107,0.1201026793199137,0.032934539383828176,0.010487025413448363,0.09298992601952069,0.026165554574876616,0.09424519361336609,0.1147570420699624,0.09609279709963384,0.020333905993278,0.06443531752574956,0.008756014186392064,0.023663878105391077,0,0.9776589375873663,0.5889335127808347
56,0.01584462652367026,0.07950496388210448,0.08553959677177429,0.12228329115897543,0.09358998839451248,0.10628993592753566,0.06843157642745086,0.03944189581154414,0.0632391262973452,0.04963128967441602,0.03157035395647425,0.06502705437152502,0.01825961655854661,0.015032515135341413,0.06230012381667122,0.08401404529211265,0,0.9652775244031602,0.5610270721125054
57,0.027963444917905676,0.015641198799953685,0.041334887945413124,0.1509678984704248,0.13105743083919294,0.07536110509223902,0.09426369600827159,0.05481044857754631,0.03602611465145423,0.05621231598971307,0.030985780084828145,0.024681352989607594,0.06289573989929301,0.021841236332893407,0.08889974910928697,0.08705760029197647,0,0.9741035502288482,0.5630680833374224
58,0.06640096671627489,0.07020966834102271,0.07021665144093549,0.07795044011262217,0.08253034675460144,0.1108358400954369,0.07572323381453783,0.04791303163515827,0.029555325927173692,0.020495908635462023,0.08129761189949813,0.011557420554345508,0.07628886403609787,0.05623959978125574,0.04822284937815044,0.07456224087742692,0,0.9277899543687709,0.6279753770689933
59,0.10560264250565288,0.12335476639947206,0.00378096480522632,0.0519234511616011,0.0715917030103453,0.07857417182915417,0.04755347042602753,0.0045592307122402686,0.060816666207066945,0.0572476883871385,0.04035702862726097,0.07070093467422509,0.021751506972046027,0.09947003637263004,0.11475167787127023,0.04796406003864261,0,0.9203096586050393,0.6255990885876325
60,0.06705627227010698,0.057207915470224135,0.007019424986153341,0.10334579409643478,0.09957481248327003,0.07175772691772908,0.07222085786695831,0.09883726564058898,0.04773584089353715,0.08143727810164537,0.025737291720972447,0.06499709171001629,0.10497212583489396,0,0.08573469842884002,0.012365603578629153,0,0.9327230741136017,0.604895497672614
61,0.039739654607406596,0.09923298829013333,0,0.10530836663652018,0.1470496875757594,0.14579620901606932,0.02132544133970099,0,0.1040312476661123,0.07059514383117672,0.07499159316419414,0.03635488816275506,0.06473264435462486,0.060623466220812564,0.016249418411952692,0.01396925072278181,0,0.9064677148696677,0.6416103169556062
62,0.01151826901644496,0.11543494426424879,0.06523950293444405,0.13834060513989763,0.09490218957559356,0.08588473832253696,0.08986735574620265,0.0075276404282365456,0.08972445575523148,0.01490696286660061,0.04799627259021328,0.007853045443700734,0.020986085849503427,0.03996364447468486,0.08153686743315898,0.08831742015930147,0,0.9632075388969444,0.564320947865972
63,0.05033895377224279,0.01712344205972319,0,0.12327578773842986,0.11605329050679128,0.10114888595387658,0.06994274443342702,0.11379973881490213,0.1066155611130912,0.08329340651481341,0.030396338732928838,0.05542285047846601,0.0948360683247339,0.016859845197889328,0.010997382254074421,0.009895704104610043,0,0.9534131548127341,0.5491493475535566
64,0.02731113394889535,0.05895960947910055,0.08674221440975553,0.10943589712891766,0.11102175466694532,0.09843223452808215,0.013186224862161052,0.04183290788025616,0.09478841700933524,0.10206441345755987,0.03194907594732867,0.0730523315906229,0.051363625321648794,0.0729165293017278,0.008414873704111986,0.018528756763550955,0,0.9354794643012878,0.602033335322381
65,0.0406657415321439,0.026657968333593022,0.09787789146189896,0.08664124600035787,0.16913730044422012,0.14411609526159427,0.06178486135694339,0.053774009391041586,0.043090710848551435,0.016433411549855136,0.09380021342718599,0.021160914471885787,0.01737545824885078,0.013065335892568817,0.07234403231045551,0.0420748094688534,0,0.9375102583676229,0.5811742459780483
66,0.13368290869844787,0.018740138665974376,0.07530639380948027,0.02684507852714818,0.13627981228758404,0.10278591760632264,0.036015297261819616,0.04687219801701551,0.036289238476429043,0.058074092674048214,0.07222601157555827,0.045329704626893966,0.003778014171086691,0.07758042151726736,0.04155317205352658,0.08864160003139733,0,0.9088809532956155,0.6371744396372314
67,0.09465999966206196,0.07173945228034258,0.058714045409053554,0.10398516079961885,0.11713163733417278,0.09027237055360586,0.03230791933670456,0.02750209179917406,0.003743515514330212,0.05195100465263131,0.0762863594700504,0.040683536001866374,0.09371583903858151,0.03286878444715114,0.08826053814185277,0.016177745558802,0,0.8837155350411758,0.6641497777815087
68,0,0.07415005131211315,0.04202292277091658,0.04358630314289403,0.07928899060617797,0.02629698383740053,0.06144849995646769,0.07754981074836433,0.05221306129814896,0.10893470671946427,0.06692458948074564,0.09685095120968804,0.09922186341492595,0.06028386238330915,0.0942029903439205,0.017024412775463165,0,0.9723096543760283,0.5785686909266757
69,0.08012270785975467,0.08804779260256955,0,0.12167146462461645,0.10894235134639567,0.11551442979096412,0.03783369734624131,0.03412242704632749,0.08117190510216686,0.06423236615868905,0.09275217805097352,0.015339942414464553,0.07051668046237895,0.012151946739055432,0.018618603210410305,0.058961507244992,0,0.9046740485478805,0.6346843186314746
70,0.10835259321266004,0.04990646958490115,0.00481159303605745,0.1293897106423356,0.1589291208865306,0.08010639258809119,0.06354877363009019,0,0.07815959551519154,0.06846933071390983,0.08946219686602146,0.08322297618536888,0.01706446952944166,0,0.059718917857890796,0.00885785975150972,0,0.9202356151270977,0.6051166465145612
71,0.021997095663739738,0.06604535693678895,0.034955788505767874,0.08294027615291077,0.09174235927124623,0.0875291840200459,0.029046939867442216,0.005768694098907496,0.06453819353463812,0.018907510741589313,0.09555503623325765,0.06731307128941606,0.1281840256267648,0.06057754113024793,0.023164385590227828,0.12173454133700906,0,0.9487369722817547,0.6136915063112331
72,0.13157615766326855,0.05297641925033829,0.051931968767817485,0.03660479505832597,0.10536692085691389,0.024536616449382764,0,0.08432545861245222,0.10118772150982408,0.08605109971897809,0.041001356979886355,0.009974211410089294,0.10386760265902957,0.062440323459194993,0.02432063315773305,0.08383871444676548,0,0.9467559811144793,0.5914429003807355
73,0.043511663121591125,0.092112299980392,0.13249524843435553,0.055327532109436306,0.06741454038176051,0.07624639098315657,0.04889964350373055,0.09189451249430022,0.0681168915199292,0.043804685072698496,0.029600402520322987,0.05297541430681291,0.10485199518795747,0.019471901440064155,0.029901223969304593,0.04337565497418739,0,0.9546544951454766,0.5705021296054398
74,0.03210112943316061,0.010253390759904054,0.06275352087669284,0.11046047140905553,0.1610512501031709,0.0880415097450191,0.059575801856478094,0.0682366022456785,0.07461405822547929,0.02657636654694351,0.055994095563017286,0.02341881052625917,0.07069608172695956,0.06282255945889384,0.04956647545562848,0.04383787606765937,0,0.9649845125560723,0.562236481471586
75,0.08889006789294998,0.08139031317686513,0.08345412499153872,0.07028298040395023,0.11814914197674647,0.17139828913716584,0.019611617292195127,0.0511084628200604,0.04079791488398226,0.08405331322486133,0.056281393385641774,0.001208124745970581,0.020193813959442804,0.059313709917814934,0.03846287599555279,0.015403856195261578,0,0.8997879126014063,0.641319401817072
76,0.07502664862500262,0.01829349218142418,0.05954197924041654,0.0997868352583016,0.0904657788192428,0.06908320840170866,0.07298057247977753,0.0706387352120343,0.05879213304707009,0.06329449304692085,0.07467093577061643,0.06978544742630631,0.018300339577323667,0.023379618006185994,0.07383727386392867,0.062122509043739844,0,0.9704721020851476,0.5644812912120097
77,0.027641671490905777,0.08919246401621202,0.015140350529307796,0.14188293468239588,0.17487182247151734,0.12279351411841437,0.08006408456873051,0.009089374722364532,0.037226989426070854,0.02448190447345205,0.09490376081929565,0.018749994737852604,0.07575067468051115,0.06295213378632673,0.01758347669608341,0.007674848780559365,0,0.9689068624421666,0.5897303559518459
78,0.0453175092253472,0.047869387748697444,0.11022007734368232,0,0.14164895103337663,0.08938305988401334,0.05019090953743532,0.039572516934810766,0.013367341443192496,0.08721735577130303,0.07168831294646828,0.10885419255435852,0.04225590457662926,0.07481580495319588,0.008229973089733828,0.06936870295775566,0,0.9410698557763136,0.6141438285288516
79,0.09795460326200996,0.016650050717173674,0.06966375357957791,0.1327312232857695,0.09618680184134756,0.13317643835183784,0.052705403598509275,0.027970631785129693,0.07224579790520631,0.01986120528983899,0.0566416321774928,0.001424404342053324,0.040276705361226954,0.07537572421860286,0.05053219934364494,0.05660342494057833,0,0.9582751952827973,0.5864022642130242
80,0.10757976932758849,0.05741891908949056,0.06817545125362529,0.04729430014186894,0.07822232879942467,0.11794394971517073,0.038570828647562394,0.0675905956241717,0.0069358958055221265,0.02394137798633473,0.04705783690898904,0.03958472089448697,0.10097175980799368,0.057754516095150074,0.05355001504952122,0.08740773485309941,0,0.9323962770150074,0.6364928942716362
81,0.04428650893090602,0.0706768112900296,0.05049910475674484,0.08903014263750275,0.161833059006662,0.08283519310690517,0.030477200777940465,0.06955253303699807,0.03600476647418577,0.07561619048284386,0.09897247481537741,0.021458647004871115,0.04053228947874086,0.055452002283203614,0.005813339730717191,0.06695973618637134,0,0.9604034272196699,0.5985306709375104
82,0.09228988326000066,0.05784191276544296,0.035865015922996284,0.07717947555354607,0.06810881929795636,0.037757042955559136,0.05906401834482774,0.06808865258878379,0.0722460945296429,0.07771548367304817,0.057570536681881467,0.018756998065426328,0.0469540765352273,0.0684635114530849,0.0981845034820619,0.06391397489051405,0,0.9490899029227527,0.6035292180767756
