Mixture,B cells,CD8 T cells,CD4 T cells,NK cells,Monocytes,Neutrophils,P-value,Correlation,RMSE
0,0.186485357848297,0.136531367360078,0.121942257533629,0.252670151771764,0.196615979999308,0.105754885486924,0,0.875330451583072,0.64541996546872
1,0.10884327088218,0.102124610730595,0.166373545687173,0.264171274252139,0.23785860871525,0.120628689732662,0,0.866687769429938,0.626935723027044
2,0.107128454693513,0.187776715554433,0.176376691883717,0.205554397753826,0.180586982603691,0.14257675751082,0,0.839344403344375,0.671151760476054
3,0.188917936649162,0,0.397116404837629,0.259961198322908,0.137708115639762,0.0162963445505392,0,0.823635066280046,0.716013751424109
4,0.157253341092711,0.126220930619987,0.162226422037446,0.329556004843927,0.179329046114174,0.0454142552917546,0,0.861666404294192,0.661701063527172
5,0.323887045727494,0.0443564712186961,0.140344221385593,0.293620394319574,0.149873020591435,0.047918846757207,0,0.88115510888159,0.644992160704037
6,0.0999681730878218,0.142352230757786,0.141172070035925,0.339933501106183,0.179091396618355,0.0974826283939288,0,0.871225884627922,0.638472863768521
7,0.148397922902271,0.0179477467577488,0.361174913012673,0.21491513149558,0.12948551773292,0.128078768098807,0,0.867638160537484,0.678315425284516
8,0.130575468109227,0.0755825680889128,0.161102613436895,0.31110855275683,0.231029176913733,0.0906016206944011,0,0.865993563350754,0.632609625215879
9,0.0367410411318339,0.107370595036679,0.215575414033078,0.278261090241743,0.239213180626113,0.122838678930553,0,0.881148496716415,0.608343211797434
10,0.154965422351004,0.0373539496644197,0.22933339589395,0.241621846973641,0.222673362539895,0.114052022577091,0,0.87077660312298,0.638275375792051
11,0.213448477323376,0.092529077419819,0.154467963698997,0.261486312711305,0.139614310059617,0.138453858786886,0,0.885184226312057,0.64281813556788
12,0.152033479665214,0.0486687622048761,0.199480562356972,0.20762908894737,0.232825483308608,0.15936262351696,0,0.872556838975222,0.613998215036943
13,0.14675575465906,0.0753245972572667,0.265785632252664,0.250878026912947,0.147936669469408,0.113319319448655,0,0.858163570342619,0.676979006661779
14,0.162209133126032,0,0.271216126431025,0.281594485992671,0.228143513657678,0.0568367407925929,0,0.867202394582243,0.651036801602605
15,0.194776830521249,0.08494071939785,0.201009678228688,0.220784748999007,0.160155278597934,0.138332744255272,0,0.861083496034551,0.661934377753662
16,0.207722828904748,0.0849165959537125,0.169275219237894,0.20346046459796,0.199895900765282,0.134728990540404,0,0.889636609586498,0.627439350110677
17,0.205498922087084,0.109914874488047,0.173725179985456,0.160548623817838,0.282906583305924,0.0674058163156507,0,0.871953842212904,0.631572633593534
18,0.201832876976383,0.244915704006414,0.143547964136865,0.193652866500295,0.13349066550981,0.0825599228702334,0,0.845940560626873,0.706489709971114
19,0.136220076647015,0.187178548370059,0.126043231852785,0.185492434669517,0.295706957497673,0.0693587509629506,0,0.863466147829803,0.631211703071014
20,0.215949406340219,0.0151785880040026,0.174234047431454,0.25863657296868,0.21490796017032,0.121093425085324,0,0.864070664026251,0.635464961395962
21,0.163636659922571,0.113513499055414,0.219101703889178,0.225796594895899,0.190019404264932,0.0879321379720056,0,0.831781676561616,0.69091290437479
22,0.136299451521545,0.000829378997546776,0.31096744997496,0.154943119206211,0.28966242915175,0.107298171147988,0,0.866598006719662,0.620581723928137
23,0.222824407850982,0.108269656415699,0.156017199728833,0.255688536075349,0.153452269133467,0.10374793079567,0,0.875501299516995,0.660095903747847
24,0.224493560175132,0.014837623089166,0.283872487342036,0.240762992303572,0.165790470100952,0.0702428669891416,0,0.851380841121258,0.68623359433084
25,0.140017884248116,0,0.257914649686703,0.307014286239582,0.161916854931859,0.133136324893739,0,0.849182601988002,0.65777733112017
26,0.139103535087718,0.0809269889247059,0.274215810840343,0.187185306825592,0.190515478814621,0.12805287950702,0,0.854920151714154,0.666862107370154
27,0.184013191021719,0.104827217270953,0.148007887096747,0.323924800434698,0.182110428922985,0.0571164752528985,0,0.857508280045948,0.661669884379152
28,0.135359532054661,0.0333820459311704,0.247972609743626,0.225199234480018,0.241292890523478,0.116793687267047,0,0.876651977994249,0.626753603105857
29,0.156151827668487,0,0.28087483818958,0.260501617930076,0.132782458879793,0.169689257332064,0,0.873229943900131,0.642838985649619
30,0.239799609409744,0.108569436389481,0.14262096387581,0.169668818977968,0.212501574009468,0.126839597337529,0,0.884530090422032,0.629233718307873
31,0.0857501610957434,0.03532065772692,0.170565288497869,0.350632022097785,0.235503902933011,0.122227967648672,0,0.875270908608655,0.601846252385566
32,0.247324756605919,0.022392533826519,0.189849252428689,0.216095682339222,0.190051611769485,0.134286163030166,0,0.853813835456649,0.65109442433845
33,0.186567736932182,0.0598963285968485,0.147406945123972,0.227498522990414,0.23633428133881,0.142296185017773,0,0.865758877201127,0.621415508102662
34,0.149895296808551,0.178929251224518,0.182343562941719,0.143059981160133,0.211597402814917,0.134174505050162,0,0.869843567699152,0.648280257009102
35,0.160288101460531,0.0963656863443093,0.0960138522576113,0.255812702903323,0.213377379715877,0.178142277318349,0,0.890223607093509,0.588976277013491
36,0.31409600022803,0.00325570970611258,0.179011302151845,0.217920038813323,0.193796385759808,0.0919205633408811,0,0.889849022816006,0.629318233249531
37,0.174883400351456,0.0117068304242645,0.168436388882537,0.202819278761841,0.26097508588542,0.181179015694481,0,0.904427100829067,0.556664439156417
38,0.259687204921315,0.0780233142803467,0.198030260842665,0.164826790288117,0.225102354419926,0.0743300752476309,0,0.858856072629706,0.661553220787838
39,0.254257097758087,0.0248922274468005,0.170355880031326,0.206808964807184,0.22424463317695,0.119441196779652,0,0.893699997738808,0.612571937624011
40,0.205460472295817,0.0490098118979473,0.172219437816297,0.204263342486524,0.203337289264225,0.16570964623919,0,0.88801387033599,0.609044304557241
41,0.271983894772086,0.0541188602666089,0.173086873781245,0.27501199446248,0.178699225096583,0.0470991516209977,0,0.844008131831517,0.676333207172952
42,0.171296927736883,0,0.310378248113977,0.177879794188697,0.215260686649229,0.125184343311213,0,0.848049469137948,0.661099330437484
43,0.153634310174935,0.0877898255534658,0.170879688109722,0.201196399691253,0.227541040763656,0.158958735706968,0,0.882814679630576,0.609163855591745
44,0.19861067881479,0.102143304543321,0.0926665049994926,0.353945357457945,0.193041762671646,0.059592391512806,0,0.849330140115186,0.652817308441625
45,0.0859078269950925,0.214420574375912,0.0390342669544592,0.3680802905398,0.245781835484943,0.0467752056497927,0,0.824671597433526,0.65209533305302
46,0.174062001694402,0.169737975269168,0.114528029039407,0.203427917096881,0.137989835032678,0.200254241867463,0,0.880731109581572,0.624087596391207
47,0.219737653610071,0.109857736321481,0.17920172872816,0.301060326064253,0.124544403591046,0.0655981516849887,0,0.851149481204047,0.683796202472377
48,0.262523597052123,0.00375765653292712,0.341908687635118,0.0831318754530234,0.207274026649148,0.10140415667766,0,0.852631961479333,0.668129096897693
49,0.181084707389396,0,0.239910698065964,0.301464404923591,0.21086892886048,0.0666712607605688,0,0.827613153625948,0.676594125444537
50,0.16733661700932,0.2056134846203,0.077880341990926,0.274684413277533,0.180683186569966,0.0938019565319543,0,0.896435026640778,0.637666761724123
51,0.152908949454148,0.0999773941829234,0.13615937807557,0.375794807944519,0.172470871622011,0.0626885987208282,0,0.862772372307276,0.645687200203055
52,0.146634789176223,0.0380475160558732,0.251406846969111,0.235369990675052,0.211655645510787,0.116885211612954,0,0.88486526681151,0.633908231186694
53,0.188251845807283,0.122479811262151,0.0942034829200623,0.290066503171762,0.164446139041145,0.140552217797596,0,0.892615180138677,0.621054295657129
54,0.217314627858372,0.0292612036477203,0.270648766451611,0.258694384253392,0.13447983517272,0.0896011826161854,0,0.892830796289741,0.662594848683671
