"","col_names","B.cells","CD8.T.cells","CD4.T.cells","NK.cells","Monocytes","Neutrophils"
"1","X0","0.251272469717087","0.0857231290438879","0.0254347209530845","0.190720451319426","0.308920452317735","0.137928776648779"
"2","X1","0.210462323198872","0.0598262252379024","0.0563103703374013","0.180276299649549","0.337402407053413","0.155722374522862"
"3","X2","0.242826408458933","0.0649461612935575","0.0858031203630549","0.152860286931229","0.299670018765102","0.153894004188124"
"4","X3","0.329280460997174","0.0119440938069091","0.193119256761316","0.178172369310037","0.27716038252893","0.0103234365956343"
"5","X4","0.270344279800444","0.0963101495144143","0.0493682369550661","0.243378793554015","0.283050002121617","0.0575485380544434"
"6","X5","0.38373565935052","0.0423362626542665","0.038644894457147","0.252862730654975","0.225260168565995","0.0571602843170975"
"7","X6","0.187150744617051","0.0892388584130265","0.0440558481536074","0.275477726359516","0.27335975426029","0.130717068196509"
"8","X7","0.202939634539416","0","0.194612752059303","0.187450654303023","0.236721549904666","0.178275409193593"
"9","X8","0.257486357298801","0.047434270037773","0.0613535608682327","0.216239702847368","0.319193223594126","0.0982928853537"
"10","X9","0.0998909991588574","0.0471907199453628","0.105367392817328","0.221586097522782","0.346182961624226","0.179781828931443"
"11","X10","0.254392355803966","0.0152667640679118","0.0941085307568642","0.177586084892766","0.320779820541124","0.137866443937368"
"12","X11","0.229946281703761","0.0660141225075901","0.0401484435094666","0.229128059711234","0.227616471570431","0.207146620997519"
"13","X12","0.224401937192414","0.00251374772613677","0.103720422508044","0.126491112905859","0.336926438112517","0.20594634155503"
"14","X13","0.248765448167011","0.0733552730260698","0.0943862565290276","0.204371494534674","0.23785255457231","0.141268973170907"
"15","X14","0.269253442527633","0.000640121800096344","0.133823356013289","0.19510210864685","0.337925018107156","0.0632559529049764"
"16","X15","0.27704294961543","0.0254886531929535","0.0958375877506817","0.143474594512888","0.272639731677951","0.185516483250096"
"17","X16","0.293628990872504","0.0608686831593969","0.0404114718367503","0.128439126623074","0.298586892278004","0.178064835230271"
"18","X17","0.298061063157891","0.053559685181123","0.0844051880362705","0.105327391755198","0.371534362723198","0.0871123091463192"
"19","X18","0.275753422051678","0.12286891245142","0.0968555487873418","0.147289280339727","0.246601006436964","0.11063182993287"
"20","X19","0.254150033349749","0.0785109820926113","0.0604114047181626","0.126476482902226","0.399195937808137","0.0812551591291147"
"21","X20","0.289487057721697","0.0171868023075874","0.0426445525059266","0.191251099621894","0.327568117288503","0.131862370554392"
