Mixture,B cells naive,B cells memory,T cells CD8,T cells CD4 naive,T cells CD4 memory resting,T cells CD4 memory activated,T cells gamma delta,NK cells resting,NK cells activated,Monocytes,Macrophages M0,Macrophages M1,Macrophages M2,Dendritic cells resting,Dendritic cells activated,Neutrophils,P-value,Correlation,RMSE
55,0.0468629673029763,0.0911437843051882,0.0228189823443655,0.118730827499604,0.132141929027541,0.0408938114403009,0.0124769459906719,0.0892441465376888,0.0343010026792395,0.0860158486625115,0.104018273008766,0.0914591170991982,0.0258036247905186,0.0658753155143084,0.011675719633945,0.0265377041631759,0,0.990228322977072,0.579112566431381
56,0.0264229623187441,0.0705588413345836,0.0722599357444567,0.121753491194012,0.10110004721527,0.0968564230799052,0.0696646901835311,0.0442083068918365,0.0616295980752951,0.0494533691349639,0.0347651557369235,0.0617256613988564,0.0247793733901138,0.0149758110075473,0.0650575450018208,0.0847887882921405,0,0.990997126844708,0.542618771331441
57,0.0397505149633696,0.0143064876359128,0.0441016648587943,0.136032076766834,0.141227685786486,0.073125442044516,0.085114302328606,0.0645838814343911,0.0317258626321802,0.0576771311725334,0.0340842589548543,0.0326198172166393,0.0537489062617873,0.0327015184793207,0.0769670589364161,0.0822333905273596,0,0.990700629256391,0.553130432867143
58,0.0662472697923455,0.0684871818100498,0.0594200916934012,0.0912622558072448,0.0827888254222861,0.100070787495995,0.0749183773225151,0.0488765688263044,0.0365157052458362,0.0240883030574006,0.077578851597427,0.0165171464354565,0.0761287813013226,0.0578292522796179,0.0470010467696594,0.072269555143138,0,0.982998583227746,0.588433185630908
59,0.110769296339465,0.103926380946739,0.0248737965297099,0.0417331710458882,0.0851551104687579,0.0885689045721815,0.0470403899099541,0,0.0692556820738422,0.06539583827702,0.0465475395423889,0.0655172864150526,0.0210579565697666,0.0844100002584993,0.10196725566427,0.0437813913864647,0,0.980054069096521,0.586425382383779
60,0.0687010762550487,0.0580898767948742,0.00967286708823846,0.0962572896903796,0.111606034602729,0.0706076506929289,0.0682263803784432,0.0930870466841264,0.0492035970484523,0.0786887216508985,0.0311313166253167,0.0644993735978926,0.0979752592223179,0.00555076200422361,0.0807333641447628,0.0159693835193673,0,0.979322861415547,0.571949348486823
61,0.0406103597031376,0.0971020386492312,0.0126805641967043,0.0972030187208806,0.134334169403962,0.145052216117312,0.0219697792195175,0,0.10227487988561,0.0695195283703315,0.0748909185840932,0.0411161147176916,0.0647541833340458,0.0615052692583573,0.0165983776171849,0.0203885822219399,0,0.971532463303683,0.598517071651738
62,0.0231796372145362,0.110184495122271,0.0621357751762061,0.125437713405033,0.101417039651397,0.0847651421267304,0.0699342780691136,0.0273551993247169,0.0881272816123113,0.0229254598970591,0.0518691019314734,0.00958451491173197,0.0241664183647133,0.041693213286899,0.0756925235420482,0.0815322063637588,0,0.989943094385059,0.546893689618552
63,0.0454937912142094,0.0290040095224466,0,0.112961796646468,0.126091691110324,0.101508478940684,0.0735159736195121,0.113649988055437,0.0882956469986916,0.0796970424468189,0.0331295989633541,0.0569591711316902,0.0899765343506628,0.0216890988226194,0.0127391577322763,0.0152880204448052,0,0.987758607138302,0.529653676415245
64,0.0330850393181458,0.0619082018745467,0.0777545088672688,0.103918921036573,0.118802755185139,0.0889769789917723,0.0209744957830366,0.049723044448783,0.0868120631660188,0.0877993816935134,0.0378775680115446,0.0715667845546714,0.0577036900572104,0.0655201744187234,0.0114568903780672,0.0261195022149852,0,0.982957006036511,0.566867394435691
65,0.0467789315307805,0.0212719737391346,0.081550966474498,0.0905073656873458,0.167205635428579,0.140455800265565,0.0595308327953023,0.0542973875182696,0.044092033326794,0.0180768580596978,0.0965287496595041,0.0271214212222466,0.0233597448531151,0.0171118140003746,0.0660309108568787,0.046079574581914,0,0.981585676143139,0.55155004087443
66,0.116470934725836,0.032892589006004,0.0490691925430222,0.0446700412024371,0.138750157556756,0.101950945723306,0.0367642645719094,0.0591283027245415,0.0364789464104694,0.0564715587015796,0.0722749202291633,0.0440214843750396,0.0109574510644304,0.0680567871803134,0.0471907710212668,0.0848516529639258,0,0.975251211649168,0.592867291521694
67,0.0842134771561191,0.078196505612064,0.0427750449120535,0.0942417497016569,0.133040556318253,0.0952499725762644,0.0347823076809358,0.0421751642338469,0.00654905235561913,0.0570935267857022,0.0749076119735784,0.0396578882666349,0.085084691918347,0.028385070701138,0.086272400228605,0.0173749795791815,0,0.969365669141298,0.610086825306921
68,0.00196726412120135,0.0788848109367315,0.0417315895180988,0.0430632042580608,0.0931854760850127,0.0361150755263996,0.051954587547472,0.0898465903408307,0.0438224285797695,0.103230976314192,0.0663533226608208,0.0871265643964455,0.0979152464982105,0.0567220089102416,0.0858780465806969,0.0222028077258154,0,0.989987126104463,0.573866194506192
69,0.0794893470921818,0.0850696172547741,0.000910759954763594,0.109732310023062,0.108693290883422,0.116779144141716,0.0386549313821648,0.0360929862606406,0.0823148438048953,0.0630998316274003,0.0876707546394424,0.0130056696479532,0.0720978600071975,0.0228304543436794,0.0245320130734046,0.0590261858633021,0,0.977948202283602,0.585567098050411
70,0.0987862019161132,0.0620857761740919,0.00682179462593942,0.131734977270346,0.148862934830013,0.0838073678973471,0.0664412366975861,0.0052964752193242,0.0681356327853238,0.0675764093874676,0.087928966724567,0.0798559015079486,0.0211635025188187,0.00279483276709235,0.0575869294146602,0.0111210602633606,0,0.981589748500207,0.561925720679802
71,0.0220719564019539,0.0656966378950093,0.0248113557407644,0.0953641185493532,0.097142438671835,0.0895481779620642,0.0402215006242425,0.00689379790461807,0.0661741611335702,0.0222696056388149,0.0885313572317522,0.0626471183775488,0.116881383050455,0.0608375906856132,0.0304308013728001,0.110477998759605,0,0.985923940317079,0.590012034330409
72,0.121846318917497,0.0496556443696507,0.055282381964427,0.0548293019657125,0.0890138713317294,0.032466360613062,0.0186878316132312,0.0662653273737,0.0999244827034014,0.0801878534064669,0.0397695356607432,0.0173201885444384,0.100127191603816,0.0709554069853942,0.0252296810068991,0.0784386219398315,0,0.987894301087633,0.565211524393494
73,0.0480882298042656,0.0967299905930287,0.115073350042623,0.0640184823872491,0.0672912377956096,0.0747114807838251,0.0606617286109883,0.088323415992851,0.0605154594450359,0.0374084390502145,0.0352080020211925,0.0527955535992614,0.100642767185391,0.023646335420905,0.0309127816218126,0.0439727456457462,0,0.985209090833859,0.550097330266229
74,0.024381045840936,0.0221779994334581,0.0703184389420642,0.0883254607687502,0.167283130603101,0.0820957579458364,0.0627366228165991,0.0671297342418652,0.071682291762298,0.0356560153397324,0.0561244924241499,0.0261258436396214,0.0686851720991461,0.0579789092924319,0.0551344712410341,0.0441646136089753,0,0.989107267721621,0.544312884198994
75,0.0857654496210525,0.0923394217497534,0.0810642962650172,0.0759150767566946,0.111721712199362,0.158731622335749,0.0209347642841532,0.0457992971537889,0.0502125732397293,0.0767464059039658,0.0496477826452876,0.00741660460211748,0.0300522452856118,0.0605883237531473,0.0384219821929888,0.0146424420115809,0,0.976632433605668,0.585788442930034
76,0.0702669533996497,0.0229525079954279,0.0609165705082909,0.110938786310285,0.0838421714931211,0.0507791444808635,0.0747712919457301,0.0609062376269172,0.0708236532396957,0.066285401412298,0.0742566647449735,0.0667267518471163,0.0262489292123604,0.0245572781260276,0.0736832650004862,0.0620443926567575,0,0.990975632169272,0.54558537349793
77,0.0384328154636065,0.0783611647596558,0.0284675449582725,0.130752091997599,0.170498423634417,0.102255649283154,0.0799892895522855,0.00888046789141385,0.0455399812560419,0.0275373981883416,0.090845374782823,0.0211204737355613,0.0834521891774646,0.0611215280719947,0.0227105081042602,0.0100350991431088,0,0.9848737104251,0.576597384401455
78,0.0517440089210746,0.0431521044975039,0.105009795385366,0.0226118452916405,0.138952699430922,0.0738437670620887,0.0494713593748858,0.0312571858712415,0.0291154346059885,0.0838811423634096,0.0748845869084388,0.097757366303869,0.0472714234706339,0.0663940873061104,0.017187205324827,0.0674659878820005,0,0.982074604465406,0.583307909145492
79,0.0790001424236047,0.0286610548323638,0.0707807047289352,0.142441892755137,0.0946300947088639,0.107061739334307,0.052948948429478,0.0406889148854509,0.0627008081246434,0.0276068046903674,0.0562316530533891,0.00270704688926977,0.0517024886587827,0.068975968035169,0.0573377240599257,0.0565240143903121,0,0.986598321504037,0.567001295841824
80,0.0786129983778968,0.081405944500541,0.0698496283616143,0.0527915831932535,0.0849952159329011,0.124354411212928,0.0399330515490634,0.070345495654624,0.000464037117584622,0.030938460666235,0.0495823352224464,0.0403075494565457,0.0895670659621969,0.0533903483936694,0.0519926057404144,0.0814692686580851,0,0.977024456246423,0.6090136976001
81,0.0478787743444974,0.0623682501852907,0.0525630298066158,0.0838600957472175,0.159504427244032,0.0815621486724534,0.0308521794247278,0.0598111034088207,0.048043860153894,0.0719760084824515,0.0970727275725078,0.0236201484769425,0.04473998819264,0.0535915268015253,0.0134361264002847,0.0691196050860989,0,0.989102265495578,0.576688860112299
82,0.0881141619077486,0.0538362809773233,0.0374796964381517,0.086633895502447,0.0571839792921889,0.0499074425356319,0.063257609245464,0.0565233889368582,0.0789476178467348,0.0704533375450831,0.0552857111544168,0.0230085635509716,0.0568958816512226,0.0662692303578375,0.0909027586720886,0.0653004443858315,0,0.989343001856833,0.574682582753862
83,0.0529457096236359,0.0738896518394401,0.0511538382977767,0.0669918400073707,0.106171781205053,0.0863863901301816,0.0146037451538415,0.0942277594622507,0.0628893183147183,0.0706179909395458,0.0301411510827291,0.0588102502540291,0.038453777930095,0.0355435901134246,0.0707213444988569,0.0864518611470508,0,0.986422209847027,0.566962779179285
