"","X0","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20","X21","X22","X23","X24","X25","X26","X27","X28","X29","X30","X31","X32","X33","X34","X35","X36","X37","X38","X39","X40","X41","X42","X43","X44","X45","X46","X47","X48","X49","X50","X51","X52","X53","X54","X55","X56","X57","X58","X59","X60","X61","X62","X63","X64","X65","X66","X67","X68","X69","X70","X71","X72","X73","X74","X75","X76","X77","X78","X79","X80","X81","X82","X83","X84","X85","X86","X87","X88","X89","X90","X91","X92","X93","X94","X95","X96","X97","X98","X99"
"B.cells.naive",-0.0734019089041067,-0.00945703294885514,0.0052946146978941,0.0298990467152586,-0.0430239491534569,0.122952661222122,-0.0888898440328101,0.04246571413062,-0.0823215017298871,-0.0977235507908676,-0.00758464696142511,-0.00999202397037711,-0.0564829539167588,-0.0238043064906818,-0.000102928002224665,0.0312143055765255,0.0344457141592071,0.0124942852088706,-0.085739246074516,-0.17717199107597,0.00797957992449505,-0.0780485071493224,-0.119289757174694,-0.0272382049703902,-0.0288102310598214,-0.0977739723402954,-0.115259675460873,0.0458385016720402,-0.150833984936633,-0.00786385473185404,0.0223309126707317,-0.0743401653734193,-0.0150465702502722,-0.130507748178301,-0.0226820840126789,-0.0623963760495727,0.0697726683925405,-0.124843846912295,0.0201831964851683,0.0499429073275579,-0.0380628186621401,0.0644798908463251,-0.142362328509482,-0.0526908308937407,-0.115387918989136,-0.119716189860854,0.0339594169185352,-0.119901998693505,-0.014968565288841,-0.00821789851954873,0.0701077094815462,-0.0317733121798076,-0.108549519154182,0.0252601800228295,0.0631870605908315,0.00299287314628591,-0.0500632422878612,-0.106663743459166,-0.0226272963745695,0.0232237499876826,-0.0553808389041113,-0.0551500249654638,-0.13329088527751,-0.058884463543014,-0.0950121137582721,-0.0714418373637322,-0.0157100329414551,-0.0115810121655429,-0.122317092230528,-0.00448232956025067,0.0199175411968782,-0.0656314862494072,0.0583043389661537,-0.0571935187358195,-0.0921122806327915,0.0170178928116045,0.0258550015430204,0.0219204507590244,-0.0230112483924483,0.0436415722007144,-0.0111567920275676,-0.0143989972755884,0.0242895497792112,-0.0568146086259763,-0.0489001410544829,-0.021485034899841,-0.0372697460786522,-0.0332860850560619,-0.107911398694295,-0.0544993898454654,-0.107606289757434,-0.0953207360374708,-0.0616627248019316,-0.0145575419955107,-0.00866340921980788,0.0384113860810004,-0.065195521180684,-0.0647465210143661,-0.0284475252172708,-0.0373165092796106
"B.cells.memory",0.0647551134845006,0.124144983931325,0.0127257326734503,0.083045178331855,0.0711244422150844,0.245869625007343,-0.0303414724377721,-0.0367889817831493,0.128619653149476,0.00273951667500648,0.0898795436513314,0.113989262742715,0.135923310511007,0.104659449213136,0.10395815172178,-0.000580904583298982,0.100546610666458,0.146538361312087,-0.0298804926675349,-0.0461047486740898,0.022163920630555,0.044422667469949,0.127917973346688,0.168758802150118,0.173614331266305,-0.0245445765463007,-0.0576342811398289,0.170446506206373,0.0240501061720976,0.00734823457054747,-0.0193929811139098,0.0109361391515734,0.137894451893694,0.108580726795671,0.0733236754423329,0.0134929855233864,0.136119326272305,0.0394675595436807,0.118751207112071,0.111007316094111,0.0967541678319555,0.0888982156669139,0.0388057672874678,0.139683805534391,0.159612666848548,0.00883473942334689,0.0307836228342534,0.0407128793843772,0.176029473216815,0.0903105373264452,0.0468365292144722,0.0738150549264904,-0.00384771570389016,0.0783164481551167,0.141610875911361,0.163792220992944,0.0860285603624768,-0.00957320208913207,0.118836828694393,0.174832662913925,0.124571367917204,0.0848505402011917,0.142782057360967,-0.0510657506958477,-0.0185093149894725,-0.115385025021344,0.0587679139957277,0.0116384409092898,-0.0702744561495252,0.0987680295961946,0.0409759869406185,0.0292228748780766,0.0473319979358289,0.0681281411593036,-0.0157294356953362,0.099025471399143,0.0733472540605047,0.112165744585276,0.0388395034960247,0.0516091842557133,0.0925712667034758,0.133152389799255,-0.00414584610255395,0.0122596950005706,0.0657380875713333,0.186796227158447,-0.0345038776749977,0.13446873921764,0.123565050891592,-0.0589452607911048,0.0230685973511909,-0.0544956842076294,0.084860454166194,0.1432179382553,0.142901295623028,0.0765030404400867,0.129859163039147,-0.0916356426795318,0.109538731666558,0.19621715556408
"T.cells.CD8",0.0712526239885789,0.0840913520507561,0.148060064304303,-0.0119502626587523,0.0863215021373934,0.120840665538981,0.10730359395756,0.0602476988792708,0.15495094757264,0.109004637723464,0.0716953640550678,0.109492186295862,-0.0339858966272437,0.0785374976999788,0.0547466292551843,0.0353553966246318,0.128413050927938,0.0544608159202118,0.0811543725452815,0.103861288587229,0.00471941882798749,0.024402781042912,0.0198442271603786,0.0936033423997462,0.0109233877201385,0.0171191219168404,-0.00570835507924617,0.0863563552126124,-0.0101161245914846,0.0744749260646932,0.0348109251743408,0.0469416683675531,0.0216958642563047,0.0965890190210762,0.0883350627807732,0.0401754818116916,0.00719161654669029,0.0547281134236753,0.00575188291488358,0.0166961876631266,0.0417768163104215,0.107972691163936,0.119497056028154,0.0977466190492665,0.046248851458884,0.10419460299586,0.0380270186695468,0.0987912297552062,-0.0827869001863921,-0.0370338701215408,0.157865159590135,0.0757710160910888,0.0901115434658818,0.0433421496873526,0.0798783144475032,0.138414254419541,0.0655125149157562,0.114125488187199,0.0973386372011968,-0.0448138806054826,0.0708876185535794,-0.0558411600377481,0.0998328653827008,0.0426350169959026,0.144235227737761,0.100333615261327,0.0655526980887174,0.0323147631382669,0.139552561042849,0.0161295246309162,0.0536754617005469,-0.0308138652585188,0.117860787538041,0.178042836464084,0.147423043894023,0.0819132430517467,0.13796447365541,0.107067393387084,0.129891438145251,0.111512847782534,0.0541761690731353,0.174615345552817,0.0129023340940598,0.0838005582290016,0.0240459516099176,0.0496151379477602,0.041325020087553,0.11801385161649,-0.0450803940421015,0.0694815729201153,0.0211016837578648,0.0906327064706827,0.0511850925101676,0.0638195715985524,0.0717508519687728,0.0700892735554105,-0.106486480340053,-0.00522254384598544,0.0342469456239345,0.128494052324191
"T.cells.CD4.naive",0.818795826610055,0.819188210300928,0.820249945995773,0.822450743557709,0.820517163474778,0.821442391940059,0.821720833279142,0.821757085634242,0.819821995052665,0.820555345621573,0.820695182582785,0.8201596444255,0.818903584110071,0.822412939956332,0.821241043860143,0.819237578949081,0.820303619645263,0.821270396613833,0.822828008924031,0.820145805349239,0.818100927102868,0.818812155018459,0.81992223818024,0.820443759647729,0.820959356542299,0.817934922231761,0.819773642828288,0.821997071655366,0.819577539051769,0.819874962093285,0.820428547183621,0.817847155860049,0.819205795068992,0.819923239617744,0.820086943209292,0.819482930839281,0.819331368966938,0.816750232261639,0.82144413964975,0.8183129630039,0.818247650314313,0.818637387753662,0.819264023047453,0.819267740143636,0.816836919186594,0.817430617006692,0.820337724251821,0.821129163507825,0.819978351514945,0.819004555383365,0.820976518755734,0.819639738370438,0.820462486888712,0.820082665927627,0.821070826610018,0.821238631290689,0.821549737124997,0.822164373703604,0.820299192637414,0.818043023539682,0.820481851894377,0.819734618801018,0.822277053153894,0.820171667952415,0.820392910409563,0.82166947690483,0.818616496700709,0.821127529584968,0.815886037176706,0.82058052836137,0.821490368534788,0.817572475590369,0.818971997385946,0.820678153886815,0.821164086857385,0.82095579959661,0.820987740588643,0.822323988816785,0.819519907047697,0.821760986509919,0.81888027157887,0.820858675032266,0.819284376036596,0.819161513875547,0.819371129284827,0.821011920030351,0.820427696081916,0.822253325598215,0.820663294135422,0.818741451754682,0.817957863088775,0.818419864872809,0.820659496456495,0.822705906374431,0.819240879319593,0.821612729768125,0.816165170179465,0.820262235464578,0.818063026477458,0.821654000914183
"T.cells.CD4.memory.resting",0.228284089672693,0.273586831202934,0.217467918966171,0.26039878423979,0.199983947330948,0.188577705602165,0.264865940338415,0.29472930980128,0.191536647261835,0.230748068076638,0.304262318979972,0.222813777721097,0.185199104252461,0.270960111981662,0.299361929311457,0.223195544120014,0.257179568213652,0.226359908742079,0.312691931197515,0.241958330982957,0.191247499836082,0.232603933365474,0.213469810584021,0.213657509602336,0.261993472861168,0.241362841930279,0.285286390824591,0.250082177772475,0.239272028899547,0.278015162126404,0.205796460295341,0.269438907418603,0.2425353106396,0.213541622464103,0.294279566499951,0.203067846609752,0.248484325515251,0.194406427886382,0.267486895275256,0.239141137787418,0.288633248971335,0.212308835784497,0.22934985098043,0.2056502458788,0.204721407407079,0.219294468506986,0.192102741606647,0.221193468017479,0.277996976973325,0.202469820289523,0.234583584064421,0.258420098751532,0.280469325399983,0.200760207504812,0.275268111517416,0.280016149429775,0.252340427220241,0.268115703427624,0.261164539833383,0.242051345590658,0.248131863333917,0.294885142067214,0.224474561557094,0.248199768196062,0.25749355181495,0.291055195748047,0.234328479024352,0.25518699540408,0.187317134914568,0.247341383475956,0.281463821731663,0.226692083049532,0.188347841468902,0.214518522583219,0.289917859354488,0.245489786407189,0.212343802894635,0.2798849832497,0.282134123586888,0.247198329983815,0.216473779139168,0.323438575777357,0.222265271996136,0.211407653938405,0.229285800932451,0.20724673886232,0.257212483033227,0.218230485725623,0.250248510435822,0.257962601133828,0.219709719061038,0.215052518867756,0.301058224702216,0.327816404213192,0.219723376904192,0.227617885652704,0.211633653713425,0.241007593292639,0.224682622067866,0.234344990269815
"T.cells.CD4.memory.activated",0.519349486825074,0.428479972211212,0.451451646184796,0.487507038924727,0.489373256628057,0.413986727460023,0.459720842991844,0.534399004685609,0.412523777792213,0.417950138236696,0.520819839001398,0.465191053495618,0.483518036760217,0.528170017741675,0.450609235276971,0.425883284610741,0.511377997213336,0.445879010143884,0.500490646870335,0.460033329131706,0.487121459131905,0.479515505554554,0.416680013189414,0.466228809503672,0.458072786354364,0.529897235354792,0.44775229199654,0.413203144686414,0.527173067593715,0.481122777076988,0.520707888139312,0.419327382158386,0.443634142475463,0.509674976213556,0.516221999220999,0.34650630379292,0.462167076397383,0.456509708188931,0.542931804865833,0.525953149105807,0.389756384424309,0.508156809023942,0.542434007973594,0.459670038388195,0.502083428568333,0.541191290663496,0.489384888145867,0.525493129196688,0.535034098674568,0.384094898618514,0.463492260775116,0.505057172834377,0.484338673749091,0.434728047253024,0.447170154044329,0.36445581254881,0.483714012802603,0.407204625612905,0.47073104218289,0.488419182270484,0.41658817823049,0.519940033608302,0.458930727240565,0.544248835498151,0.448209790075508,0.496885115772345,0.458958621300557,0.437967519863928,0.390928799658443,0.520552143872595,0.439313840800995,0.433927263585521,0.412439036934105,0.459073737212864,0.516276426580571,0.547392451003205,0.424507288277364,0.523660452769982,0.45041408755658,0.485281480761067,0.508788228118522,0.441913229659456,0.404887118467308,0.452588717492281,0.396738438565459,0.494307318865875,0.446708545315968,0.476936038886334,0.478314250366765,0.471546698539199,0.496756029274038,0.396385492543531,0.530898475045339,0.455628838897578,0.461968605665122,0.487037666499744,0.480951502723654,0.447665396826667,0.440634287977747,0.565521489022476
"T.cells.gamma.delta",0.0797435909397797,0.0986984601324986,0.05687070908771,0.0626345655205751,0.0585631843946836,0.0459084446498136,0.108056374631359,0.0763139670784474,0.0810521430885953,0.0976085950405784,0.0387176223653077,0.0460056014180147,0.0729706413522618,0.0777483400145046,0.0920006101578128,0.0695267573807168,0.0424735579900841,0.103738286845294,0.0842811404046238,0.0496718460878303,0.00651197514413449,0.0951137089282419,0.0407320333242684,0.0542327360962476,0.0609479838483728,0.00799576780456501,0.0216300475477378,0.0892963678915655,0.0584266607296076,0.10768285242159,0.0281759031154304,0.0659226944862035,0.0446972669731236,0.0774375159881178,0.0802039901063306,0.097572865547687,0.058895490687611,0.121862700180286,0.117386711691944,0.0789956837981067,0.0569533928159509,0.065630324776327,0.0524327998548729,0.111222745612221,0.0976509522005186,0.0481253445198138,0.100245419096025,0.0960573117001084,-0.029823169207864,0.0596202358320792,0.0718757272942393,0.0469092269667269,0.0515486763539892,0.11257558907877,0.0769369435656967,0.0274334294338924,0.049581686978699,0.106833866762587,0.0673534042500721,0.0294298991713325,0.0645046325722579,0.00891341780869398,0.0645664338972217,0.105360739811158,0.0616385264371984,0.0917920193330989,0.0911162333632233,0.0236515730766969,0.0569036791185118,0.00506657989424882,0.105997938975005,0.0443684491844977,0.0584195412457498,0.0892280161314601,0.0820496318717229,0.0723366877050583,0.0761169517014853,0.104321873337082,0.114814653892614,0.0758638618624953,0.0580629412216524,0.0696541415062716,0.086613172088668,0.082583199363995,0.0284702641573915,0.125217310959285,0.0754337091724462,0.0850955480973304,0.0586530722493594,0.108977335511857,0.0460585983427988,0.0882591111446063,0.0672789681511137,0.0713432565467628,0.06916030690728,0.0527334905793297,-0.000438653241460761,0.0807485884151406,0.0405605972013111,0.145334180822925
"NK.cells.resting",0.256823301362206,0.260046654670659,0.205290593723558,0.245532714403883,0.337199271105358,0.306901293397644,0.315323263419838,0.280502257833787,0.273624277039085,0.29122140066844,0.274660749996864,0.318257867819933,0.283481267968989,0.298082925223998,0.283843566092419,0.27188467273448,0.279965820031098,0.258367413084378,0.261146623866755,0.19753874665635,0.303437475475896,0.265517334715608,0.254468077080649,0.28702789946151,0.307953305689862,0.304775116782967,0.239199794440455,0.309936932189056,0.296900022336482,0.217739534280344,0.274665836896052,0.3183076992487,0.290361306128976,0.23253511240762,0.240491132379617,0.29158951844015,0.315513186718122,0.256478002968953,0.223058929884026,0.261172074295406,0.31803114496509,0.28094443617498,0.224920476930764,0.276338094265399,0.309608355668165,0.279763891122095,0.275340305017811,0.267387836364318,0.213624363617268,0.275675566178463,0.292897004528185,0.326579546073317,0.233274780177753,0.318031186060265,0.265138159427834,0.334459389201647,0.27810166506446,0.31412271254311,0.24295261434758,0.229904676353302,0.317079824382117,0.236830777937158,0.28683405039135,0.310021474532538,0.288599833523752,0.296193388110146,0.297237062377303,0.265216827743744,0.308642128804493,0.295726757543849,0.226221790898931,0.213229172046937,0.332325632086327,0.339476975221925,0.300219456684992,0.296657110333441,0.306104404366913,0.24988588764326,0.286714311101121,0.311400149058372,0.295021368930109,0.311363715592306,0.300224224878819,0.343989054822343,0.286351036913106,0.271738953125532,0.296537849799096,0.350879636793493,0.273543894112522,0.243414912415219,0.24515502727077,0.278549736672658,0.279674984678338,0.273801601401097,0.227393040250129,0.268104745375382,0.296011792108366,0.30516820420515,0.224737313188823,0.301215889220743
"NK.cells.activated",0.203531084181493,0.192990096425846,0.175743397211666,0.245475506518441,0.222551443045563,0.263839609396259,0.228354779353562,0.253046738450967,0.256920107303513,0.246073229393209,0.251593346832828,0.215083835444598,0.264596838984865,0.193325552924903,0.252870738556305,0.186129265262641,0.176846704356408,0.192101098770434,0.244378406060616,0.264937232131508,0.259315136039598,0.228896909534554,0.213778124252384,0.247400218710289,0.185746833384177,0.248169269475353,0.228246839201299,0.231169793298952,0.183694288351258,0.228370041413153,0.199476063176046,0.303460603610947,0.206338556764354,0.248329787830951,0.224282876991183,0.222386275925028,0.204525458467306,0.241161718101002,0.186813234762906,0.276503982928384,0.205410168411815,0.19777611901882,0.198533877410069,0.24298916154544,0.250732303022146,0.288834073258476,0.23804662848576,0.263061757080673,0.190702590851663,0.184249256690646,0.272795972326044,0.245872728678123,0.2286528794267,0.283860861159264,0.258828093381377,0.167363333266516,0.252925530147003,0.159213236219931,0.139142658855522,0.287184194621308,0.170888283794366,0.277011163581454,0.285394910461756,0.257857125204867,0.251724957449322,0.151250809600723,0.170360162571598,0.154365128705566,0.178215378551596,0.252973397037749,0.259386423558068,0.21585288922835,0.337858680255076,0.199237634958163,0.253918827708427,0.247114404117147,0.189432530702702,0.225186460026435,0.170841508750735,0.259197770687928,0.281647187663437,0.208708491013677,0.21223579335388,0.308295201021036,0.244263868459032,0.251123881134329,0.245946437635725,0.242176134256217,0.280186793309865,0.291706474741583,0.219999880283635,0.236453920785193,0.330535939113248,0.238703342417077,0.199086987358976,0.198958784233753,0.152466058882484,0.20434028901609,0.187054964793929,0.23972509114349
"Monocytes",0.305735693950026,0.256999924233366,0.232205898835653,0.198413991783879,0.243270139609013,0.224393262323957,0.290606757823404,0.20191556414837,0.229632494801891,0.293419856073809,0.328727164247101,0.163951950793376,0.225122192979569,0.242673599720254,0.237723626598237,0.182757888247164,0.237462696301619,0.288068889360823,0.10825280446627,0.310663607491755,0.227128556996996,0.21969972303624,0.29945400061792,0.25269707296579,0.223105269051563,0.238119959929239,0.269598618693169,0.168735310649243,0.317588875166105,0.184109535194046,0.261507534048199,0.313719507069106,0.201362346386976,0.244973729176132,0.292324732016829,0.240605748935645,0.272465348918701,0.303095468142051,0.342481726729338,0.27363377569134,0.231708162574238,0.168384868971054,0.265514419680804,0.292270417838088,0.206638921358983,0.247478594545047,0.253731824670843,0.127110875269658,0.281517609013536,0.147066111975508,0.277193382446752,0.169561199722907,0.281357585513821,0.250574221325603,0.25848717964133,0.275281633252983,0.189782265605785,0.2182556479042,0.211672471947151,0.253855842146578,0.267781920795216,0.246305904983339,0.224999354759515,0.294006655267804,0.284375262158123,0.175920866440631,0.259763216913944,0.247176866260411,0.359719311809524,0.291241385824073,0.233863248846289,0.209783537559984,0.260357968639436,0.23856134469959,0.208696627586089,0.26252250372872,0.34434043708867,0.239089497303049,0.259469909920379,0.238849880430492,0.21305701473978,0.276328611598791,0.261993111572446,0.209191732475636,0.247516029980822,0.254624553319331,0.194835881095855,0.213758966431676,0.231762922040869,0.316707736441432,0.299713567359554,0.26817930640915,0.204530845637341,0.138495477017567,0.131003888936803,0.2567849200518,0.276921346647462,0.286354317164509,0.288760664242131,0.244719468829532
