Mixture,B cells,CD8 T cells,CD4 T cells,NK cells,Monocytes,Neutrophils,P-value,Correlation,RMSE
0,0.180158540322935,0.0409618353317131,0.194031843350106,0.280279887072778,0.206315434704438,0.098252459218029,0,0.856086578001159,0.653334584875802
1,0.1062596335968,0.0898508461491795,0.236470697825645,0.258399629026398,0.206185092321859,0.102834101080119,0,0.820486469268184,0.681896139659472
2,0.111917820746709,0.101247278686101,0.198187631491067,0.239583443137075,0.18863583679738,0.160427989141668,0,0.77910682415175,0.696714929182194
3,0.169654918784809,0.0749668449473513,0.310268076319199,0.227323004870684,0.171965846706586,0.04582130837137,0,0.789220208812469,0.73117385773243
4,0.124996777846583,0.233763069102911,0.114629499369596,0.2912370971334,0.195618993425549,0.0397545631219615,0,0.802489396892686,0.703596721199856
5,0.328090839592867,0.0247356349022259,0.16546870129355,0.29149225532884,0.151139549912346,0.0390730189701707,0,0.86228183522355,0.65874606627669
6,0.123816121779428,0.154131664108397,0.150690137065726,0.314409127762388,0.19485641904932,0.0620965302347395,0,0.828714601538675,0.679109525453604
7,0.108775396284271,0.0236991686020852,0.348472471776885,0.220948845348171,0.177904305359533,0.120199812629055,0,0.851366737035753,0.673170059874525
8,0.163459083464968,0.0285573500911981,0.216756679522703,0.341472756953255,0.181592573956971,0.068161556010904,0,0.802662652448473,0.693395090630991
9,0.0638066697768074,0.0771522419845842,0.219423565178378,0.269126193574429,0.269434386890428,0.101056942595373,0,0.834094053791749,0.643953542529618
10,0.157785896124337,0.0758608183048667,0.205082945563217,0.238565023067234,0.218662135272166,0.10404318166818,0,0.860079677185207,0.652257603643537
11,0.186847052376122,0.134606652624859,0.0732850482151902,0.310689749949852,0.159489973940357,0.13508152289362,0,0.862973849594816,0.641726612710622
12,0.148559631931983,0.202450427163578,0.110796241480573,0.174222170748951,0.196291545436562,0.167679983238353,0,0.85861211079623,0.641119017027686
13,0.19011772484418,0,0.308016570923678,0.271092309046995,0.118868683762195,0.111904711422952,0,0.820199312378865,0.702713126825941
14,0.150041323320842,0.0105274585444368,0.285727450711849,0.261691333446631,0.238778387309541,0.0532340466666997,0,0.821080488665529,0.682598111808026
15,0.186275614284665,0,0.270397394838068,0.237499960888495,0.150582917076529,0.155244112912244,0,0.823011943825688,0.680647046975947
16,0.157252375684626,0.170040944249279,0.166098340168755,0.17674669674921,0.193163584846951,0.136698058301179,0,0.852309733236022,0.663414611672201
17,0.180861454708217,0.00465503093514277,0.311261469801485,0.160919641577425,0.302715364910062,0.039587038067667,0,0.816969853468891,0.671024605839851
18,0.203309065888364,0.0727716246439672,0.245314849369181,0.252178714575359,0.133118333786731,0.0933074117363983,0,0.81023952988405,0.712931678780242
19,0.184011523517081,0.0602025462213414,0.150275867788613,0.210914882578783,0.319570649376676,0.0750245305175051,0,0.816581816982727,0.649215366767963
20,0.194516505646161,0.0947832681140217,0.0821506778447301,0.280683970597771,0.233572430561485,0.114293147235832,0,0.829428875751056,0.652629083384793
21,0.206125980265905,0.191303236266285,0.0194587734689373,0.240869945213001,0.224494392146959,0.117747672638913,0,0.755357326816664,0.711042127578024
22,0.156221797382977,0.105562901594742,0.210030721229731,0.147637769555709,0.282815564988153,0.097731245248688,0,0.848683935556566,0.642285171690797
23,0.23027999895515,0.109785110572005,0.127548340141707,0.271404187201755,0.161284932632699,0.099697430496685,0,0.834025123636706,0.680537581194718
24,0.223074028539556,0.0845594949318337,0.21735746049592,0.210156814383675,0.20648662033041,0.0583655813186045,0,0.828408635217163,0.692983226050625
25,0.172401164730788,0.0995373730037406,0.184473419396896,0.246341547048502,0.164316726759822,0.132929769060251,0,0.833597419747752,0.677646073173976
