"","col_names","B.cells","CD8.T.cells","CD4.T.cells","NK.cells","Monocytes","Neutrophils"
"1","X0","0.247939909750508","0.0321270562712687","0.0504464045072099","0.228075585546312","0.313898669046202","0.1275123748785"
"2","X1","0.204977631159777","0.0876391844854055","0.0597623656057614","0.157380983423627","0.329054823455375","0.161185011870055"
"3","X2","0.233167870667002","0.0179059837977493","0.129697516532223","0.164731807968057","0.294443883245007","0.160052937789963"
"4","X3","0.316395555890227","0.00414707350281845","0.173901204139572","0.192638292507776","0.278850985565705","0.0340668883939017"
"5","X4","0.262284824571057","0.160893713974387","0.00903539200845568","0.207022183546612","0.288484445738854","0.0722794401606349"
"6","X5","0.39295956488659","0.0308100290264558","0.0367305090330635","0.264770065522462","0.21889512259264","0.0558347089387893"
"7","X6","0.185612627918951","0.0485861283968658","0.0866933400098121","0.269731449010354","0.28215889423193","0.127217560432088"
"8","X7","0.157059048686326","0","0.213825192313235","0.183487015681404","0.271534252344108","0.174094490974927"
"9","X8","0.266006305733959","0.00737686453771716","0.0946280759137851","0.24379259636374","0.29701163657128","0.0911845208795199"
"10","X9","0.127128176474912","0.0213755993572395","0.12182159259053","0.233821655345848","0.340699431404262","0.155153544827209"
"11","X10","0.239482683749384","0.0702280818683458","0.07581679525192","0.15058056278763","0.330436714612013","0.133455161730707"
"12","X11","0.216165096229301","0.0749465961623016","0","0.267752158632216","0.233050131351428","0.208086017624755"
"13","X12","0.214983989749603","0.0652906983595838","0.0535742284182172","0.121685534960169","0.301183575536204","0.243281972976223"
"14","X13","0.257618726569515","0","0.152417090537799","0.220380247271964","0.195633056176973","0.173950879443749"
"15","X14","0.276372393098343","0","0.120079616094767","0.198292981202689","0.326527613564731","0.0787273960394716"
"16","X15","0.280687862933363","0.0249989466916029","0.103396422418636","0.138433230007179","0.245813545764865","0.206669992184354"
"17","X16","0.264551052479705","0.117131729739762","0.0347610925604215","0.0832517946991588","0.291929940106129","0.208374390414824"
"18","X17","0.302844970163954","0","0.119636602750539","0.104170729023027","0.386357517126769","0.0869901809357101"
"19","X18","0.284870453430576","0.0552233608681704","0.133632083453461","0.175235743154902","0.239494417988028","0.111543941104864"
"20","X19","0.255521956476571","0.0199647881330443","0.0985707764866579","0.146140051560891","0.377537984066412","0.102264443276425"
